inf_type,antigen,country,year,target_num,doses,coverage
PER,DTPCV3,GRD,"2024",1123,1041,92.7
PER,DTPCV3,GUM,"2024",0,0,0
PER,DTPCV3,GTM,"2024",331510,267921,80.82
PER,DTPCV3,GIN,"2024",503280,456299,90.67
PER,DTPCV3,GNB,"2024",74567,50868,68.22
PER,DTPCV3,GUY,"2024",12301,12578,102.25
PER,DTPCV3,HTI,"2024",276226,234076,84.74
PER,DTPCV3,HND,"2024",174549,131014,75.06
PER,DTPCV3,HUN,"2024",84137,84024,99.87
PER,DTPCV3,ISL,"2024",4330,4072,94.04
PER,DTPCV3,IND,"2024",25975417,24419140,94.01
PER,DTPCV3,IDN,"2024",4412879,3536810,80.15
PER,DTPCV3,IRN,"2024",1027524,1004929,97.8
PER,DTPCV3,IRQ,"2024",1031122,927717,89.97
PER,DTPCV3,IRL,"2024",50688,46598,91.93
PER,DTPCV3,ITA,"2024",386042,368389,95.43
PER,DTPCV3,JAM,"2024",25946,25635,98.8
PER,DTPCV3,JPN,"2024",797000,786029,98.62
PER,DTPCV3,JOR,"2024",160484,153932,95.92
PER,DTPCV3,KAZ,"2024",324658,318060,97.97
PER,DTPCV3,KEN,"2024",1635810,1350437,82.55
PER,DTPCV3,KIR,"2024",3359,3154,93.9
PER,DTPCV3,XKX,"2024",21044,16904,80.33
PER,DTPCV3,KWT,"2024",45614,47028,103.1
PER,DTPCV3,KGZ,"2024",138088,116823,84.6
PER,DTPCV3,LAO,"2024",146039,130249,89.19
PER,DTPCV3,LVA,"2024",13553,13159,97.09
PER,DTPCV3,LBN,"2024",87555,51462,58.78
PER,DTPCV3,LSO,"2024",30244,26099,86.29
PER,DTPCV3,LBR,"2024",222797,190779,85.63
PER,DTPCV3,LBY,"2024",274000,238713,87.12
PER,DTPCV3,LTU,"2024",19995,17760,88.82
PER,DTPCV3,LUX,"2024",0,0,0
PER,DTPCV3,MDG,"2024",1103068,897670,81.38
PER,DTPCV3,MWI,"2024",797153,725126,91
PER,DTPCV3,MYS,"2024",455761,421581,92.5
PER,DTPCV3,MDV,"2024",5771,5761,99.83
PER,DTPCV3,MLI,"2024",924853,950891,102.82
PER,DTPCV3,MLT,"2024",4517,4399,97.39
PER,DTPCV3,MHL,"2024",1352,1125,83.21
PER,DTPCV3,MRT,"2024",163450,140356,85.87
PER,DTPCV3,MUS,"2024",12668,10468,82.63
PER,DTPCV3,MEX,"2024",1876700,1471660,78.42
PER,DTPCV3,FSM,"2024",2542,1937,76.2
PER,DTPCV3,MCO,"2024",0,0,0
PER,DTPCV3,MNG,"2024",55814,53633,96.09
PER,DTPCV3,MNE,"2024",7112,5762,81.02
PER,DTPCV3,MSR,"2024",25,25,100
PER,DTPCV3,MAR,"2024",671349,480485,71.57
PER,DTPCV3,MOZ,"2024",1138685,1456109,127.88
PER,DTPCV3,MMR,"2024",843760,599571,71.06
PER,DTPCV3,NAM,"2024",99861,73602,73.7
PER,DTPCV3,NRU,"2024",0,0,0
PER,DTPCV3,NPL,"2024",497944,478913,96.18
PER,DTPCV3,NLD,"2024",170051,154002,90.56
PER,DTPCV3,NCL,"2024",0,0,0
PER,DTPCV3,NZL,"2024",58045,51663,89.01
PER,DTPCV3,NIC,"2024",125116,119212,95.28
PER,DTPCV3,NER,"2024",1057853,1115092,105.41
PER,DTPCV3,NGA,"2024",8645119,8051484,93.13
PER,DTPCV3,NIU,"2024",16,16,100
PER,DTPCV3,MKD,"2024",21183,18747,88.5
PER,DTPCV3,MNP,"2024",791,456,57.65
PER,DTPCV3,NOR,"2024",53352,51586,96.69
PER,DTPCV3,PSE,"2024",120437,122686,101.87
PER,DTPCV3,OMN,"2024",69099,68825,99.6
PER,DTPCV3,PAK,"2024",7365037,6585051,89.41
PER,DTPCV3,PLW,"2024",269,262,97.4
PER,DTPCV3,PAN,"2024",53963,39113,72.48
PER,DTPCV3,PNG,"2024",331678,157383,47.45
PER,DTPCV3,PRY,"2024",98224,78386,79.8
PER,DTPCV3,PER,"2024",381715,376046,98.51
PER,DTPCV3,PHL,"2024",2200865,1290355,58.63
PER,DTPCV3,POL,"2024",265971,250672,94.25
PER,DTPCV3,PRT,"2024",0,0,98.6
PER,DTPCV3,QAT,"2024",31356,29963,95.6
PER,DTPCV3,KOR,"2024",234394,227251,96.95
PER,DTPCV3,MDA,"2024",26159,22679,86.69
PER,DTPCV3,ROU,"2024",142450,94610,66.42
PER,DTPCV3,RUS,"2024",1204633,1166305,96.82
PER,DTPCV3,RWA,"2024",336087,328159,97.64
PER,DTPCV3,SAB,"2024",15,13,86.67
PER,DTPCV3,KNA,"2024",549,532,96.9
PER,DTPCV3,LCA,"2024",1410,1405,99.65
PER,DTPCV3,VCT,"2024",1204,1199,99.58
PER,DTPCV3,WSM,"2024",4599,3915,85.13
PER,DTPCV3,SMR,"2024",232,204,87.93
PER,DTPCV3,STP,"2024",3931,3832,97.48
PER,DTPCV3,SAU,"2024",513650,496845,96.73
PER,DTPCV3,SEN,"2024",621690,461684,74.26
PER,DTPCV3,SRB,"2024",61775,58603,94.87
PER,DTPCV3,SYC,"2024",1333,1242,93.17
PER,DTPCV3,SLE,"2024",328709,331084,100.72
PER,DTPCV3,SGP,"2024",30323,29332,96.7
PER,DTPCV3,STA,"2024",42,8,19.05
PER,DTPCV3,SVK,"2024",53602,51511,96.1
PER,DTPCV3,SVN,"2024",0,0,0
PER,DTPCV3,SLB,"2024",17456,15202,87.09
PER,DTPCV3,SOM,"2024",698112,575614,82
PER,DTPCV3,ZAF,"2024",1132892,839402,74.09
PER,DTPCV3,SSD,"2024",547934,502535,91.71
PER,DTPCV3,ESP,"2024",317538,298614,94.04
PER,DTPCV3,LKA,"2024",218465,211921,97
PER,DTPCV3,SDN,"2024",1856373,722649,38.93
PER,DTPCV3,SUR,"2024",9028,7505,83.13
PER,DTPCV3,SWE,"2024",0,0,0
PER,DTPCV3,CHE,"2024",0,0,96
PER,DTPCV3,SYR,"2024",663764,523783,78.91
PER,DTPCV3,TJK,"2024",252222,243817,96.67
PER,DTPCV3,THA,"2024",294608,262851,89.22
PER,DTPCV3,TLS,"2024",32153,35055,109.03
PER,DTPCV3,TGO,"2024",262637,305464,116.31
PER,DTPCV3,TKL,"2024",19,19,100
PER,DTPCV3,TON,"2024",1868,1868,100
PER,DTPCV3,TTO,"2024",11625,10670,91.78
PER,DTPCV3,TUN,"2024",138942,122881,88.4
PER,DTPCV3,TUR,"2024",932327,890926,95.56
PER,DTPCV3,TKM,"2024",0,0,98.2
PER,DTPCV3,TCA,"2024",634,562,88.64
PER,DTPCV3,TUV,"2024",256,241,94.14
PER,DTPCV3,UGA,"2024",2015715,1980297,98.24
PER,DTPCV3,UKR,"2024",161355,142527,88.33
PER,DTPCV3,ARE,"2024",94000,90390,96.16
PER,DTPCV3,GBR,"2024",681961,624747,91.61
PER,DTPCV3,TZA,"2024",3172712,3060371,96.46
PER,DTPCV3,URY,"2024",29839,28135,94.29
PER,DTPCV3,UZB,"2024",892801,805119,90.18
PER,DTPCV3,VUT,"2024",9133,6525,71.44
PER,DTPCV3,VEN,"2024",497794,309194,62.11
PER,DTPCV3,VNM,"2024",1307234,1264507,96.73
PER,DTPCV3,YEM,"2024",1204973,880269,73
PER,DTPCV3,ZMB,"2024",887246,719690,81.12
PER,DTPCV3,ZWE,"2024",457793,462575,101.04
PER,DTPCV3,AFG,"2023",1962370,1692613,86.25
PER,DTPCV3,ALB,"2023",22368,21729,97.14
PER,DTPCV3,DZA,"2023",925447,849223,91.76
PER,DTPCV3,AND,"2023",0,0,0
PER,DTPCV3,AGO,"2023",1154497,870073,75.36
PER,DTPCV3,AIA,"2023",161,145,90.06
PER,DTPCV3,ATG,"2023",858,830,96.74
PER,DTPCV3,ARG,"2023",494208,327126,66.19
PER,DTPCV3,ARM,"2023",32766,30790,93.97
PER,DTPCV3,ABW,"2023",945,907,95.98
PER,DTPCV3,AUS,"2023",294182,275502,93.65
PER,DTPCV3,AUT,"2023",0,0,0
PER,DTPCV3,AZE,"2023",85930,71364,83.05
PER,DTPCV3,BHS,"2023",3395,2955,87.04
PER,DTPCV3,BHR,"2023",17224,17116,99.37
PER,DTPCV3,BGD,"2023",3269440,3931849,120.3
PER,DTPCV3,BRB,"2023",2183,1857,85.07
PER,DTPCV3,BLR,"2023",64576,62969,97.51
PER,DTPCV3,BEL,"2023",0,0,0
PER,DTPCV3,BLZ,"2023",6772,5757,85.01
PER,DTPCV3,BEN,"2023",448161,461942,103.08
PER,DTPCV3,BMU,"2023",431,415,96.29
PER,DTPCV3,BTN,"2023",9847,9706,98.57
PER,DTPCV3,BOL,"2023",237693,160411,67.49
PER,DTPCV3,BIH,"2023",26267,19093,72.7
PER,DTPCV3,BWA,"2023",56857,45155,79.42
PER,DTPCV3,BRA,"2023",2534306,2285983,90.2
PER,DTPCV3,VGB,"2023",275,239,86.91
PER,DTPCV3,BRN,"2023",6088,6084,99.93
PER,DTPCV3,BGR,"2023",53271,49218,92.39
PER,DTPCV3,BFA,"2023",862042,810663,94.04
PER,DTPCV3,BDI,"2023",484604,408191,84.23
PER,DTPCV3,CPV,"2023",8021,7764,96.8
PER,DTPCV3,KHM,"2023",346821,331413,95.56
PER,DTPCV3,CMR,"2023",988683,822657,83.21
PER,DTPCV3,CAN,"2023",0,0,0
PER,DTPCV3,CYM,"2023",797,769,96.49
PER,DTPCV3,CAF,"2023",194544,188126,96.7
PER,DTPCV3,TCD,"2023",822216,832709,101.28
PER,DTPCV3,CHL,"2023",182929,175008,95.67
PER,DTPCV3,CHN,"2023",10297192,9932883,96.46
PER,DTPCV3,HKG,"2023",0,0,0
PER,DTPCV3,MAC,"2023",4209,4108,97.6
PER,DTPCV3,COL,"2023",596676,537672,90.11
PER,DTPCV3,COM,"2023",23491,17527,74.61
PER,DTPCV3,COG,"2023",246769,192402,77.97
PER,DTPCV3,COK,"2023",199,172,86.43
PER,DTPCV3,CRI,"2023",50205,49599,98.79
PER,DTPCV3,CIV,"2023",1116979,1084012,97.05
PER,DTPCV3,HRV,"2023",35945,33303,92.65
PER,DTPCV3,CUB,"2023",89608,88436,98.69
PER,DTPCV3,CYP,"2023",10112,9611,95
PER,DTPCV3,CZE,"2023",0,0,0
PER,DTPCV3,PRK,"2023",302551,49288,16.29
PER,DTPCV3,COD,"2023",4322620,3947559,91.32
PER,DTPCV3,DNK,"2023",64595,62231,96.34
PER,DTPCV3,DJI,"2023",18457,16245,88.02
PER,DTPCV3,DMA,"2023",658,370,56.23
PER,DTPCV3,DOM,"2023",185470,168268,90.73
PER,DTPCV3,ECU,"2023",241750,232895,96
PER,DTPCV3,EGY,"2023",2141892,2065699,96.44
PER,DTPCV3,SLV,"2023",75331,72554,96.31
PER,DTPCV3,GNQ,"2023",20550,15118,73.57
PER,DTPCV3,ERI,"2023",104374,81215,77.81
PER,DTPCV3,EST,"2023",13343,9953,74.59
PER,DTPCV3,SWZ,"2023",30887,26355,85.33
PER,DTPCV3,ETH,"2023",3424951,3412615,99.64
PER,DTPCV3,FJI,"2023",16835,16022,95.17
PER,DTPCV3,FIN,"2023",0,0,92
PER,DTPCV3,FRA,"2023",0,0,96.3
PER,DTPCV3,PYF,"2023",0,0,0
PER,DTPCV3,GAB,"2023",79453,55252,69.54
PER,DTPCV3,GMB,"2023",90166,76125,84.43
PER,DTPCV3,GEO,"2023",37604,33216,88
PER,DTPCV3,DEU,"2023",0,0,89.3
PER,DTPCV3,GHA,"2023",1252123,1241754,99.17
PER,DTPCV3,GRC,"2023",0,0,0
PER,DTPCV3,GRD,"2023",1482,1276,86.1
PER,DTPCV3,GUM,"2023",0,0,0
PER,DTPCV3,GTM,"2023",331510,291695,87.99
PER,DTPCV3,GIN,"2023",490406,450087,91.78
PER,DTPCV3,GNB,"2023",72712,53759,73.93
PER,DTPCV3,GUY,"2023",14081,14439,102.54
PER,DTPCV3,HTI,"2023",272870,263296,96.49
PER,DTPCV3,HND,"2023",201319,146381,72.71
PER,DTPCV3,HUN,"2023",87089,86993,99.89
PER,DTPCV3,ISL,"2023",4530,4187,92.43
PER,DTPCV3,IND,"2023",26576295,24114074,90.74
PER,DTPCV3,IDN,"2023",4348937,3826769,87.99
PER,DTPCV3,IRN,"2023",1061908,1052308,99.1
PER,DTPCV3,IRQ,"2023",1073988,975467,90.83
PER,DTPCV3,IRL,"2023",61196,56624,92.53
PER,DTPCV3,ITA,"2023",398348,377478,94.76
PER,DTPCV3,JAM,"2023",29226,29421,100.67
PER,DTPCV3,JPN,"2023",831250,816248,98.2
PER,DTPCV3,JOR,"2023",172139,165897,96.37
PER,DTPCV3,KAZ,"2023",323449,318835,98.57
PER,DTPCV3,KEN,"2023",1601285,1355619,84.66
PER,DTPCV3,KIR,"2023",3349,3025,90.33
PER,DTPCV3,XKX,"2023",22012,19531,88.73
PER,DTPCV3,KWT,"2023",48468,48851,100.79
PER,DTPCV3,KGZ,"2023",141360,122037,86.33
PER,DTPCV3,LAO,"2023",148021,141384,95.52
PER,DTPCV3,LVA,"2023",14719,14445,98.14
PER,DTPCV3,LBN,"2023",94153,59514,63.21
PER,DTPCV3,LSO,"2023",30959,27751,89.64
PER,DTPCV3,LBR,"2023",189934,207549,109.27
PER,DTPCV3,LBY,"2023",269511,249759,92.67
PER,DTPCV3,LTU,"2023",21964,19769,90.01
PER,DTPCV3,LUX,"2023",0,0,0
PER,DTPCV3,MDG,"2023",1070946,923524,86.23
PER,DTPCV3,MWI,"2023",751353,683401,91
PER,DTPCV3,MYS,"2023",423124,455757,107.71
PER,DTPCV3,MDV,"2023",6028,5974,99.1
PER,DTPCV3,MLI,"2023",900292,865926,96.18
PER,DTPCV3,MLT,"2023",4369,4293,98.26
PER,DTPCV3,MHL,"2023",1448,1227,84.74
PER,DTPCV3,MRT,"2023",159663,144396,90.44
PER,DTPCV3,MUS,"2023",12703,10835,85.29
PER,DTPCV3,MEX,"2023",1802216,1525506,84.65
PER,DTPCV3,FSM,"2023",2582,2040,79.01
PER,DTPCV3,MCO,"2023",0,0,0
PER,DTPCV3,MNG,"2023",63107,60873,96.46
PER,DTPCV3,MNE,"2023",7268,5904,81.23
PER,DTPCV3,MSR,"2023",35,35,100
PER,DTPCV3,MOZ,"2023",1115979,1246794,111.72
PER,DTPCV3,MMR,"2023",937088,708186,75.57
PER,DTPCV3,NAM,"2023",97591,80632,82.62
PER,DTPCV3,NPL,"2023",515533,508357,98.61
PER,DTPCV3,NLD,"2023",182778,167858,91.84
PER,DTPCV3,NCL,"2023",0,0,0
PER,DTPCV3,NZL,"2023",60778,53583,88.16
PER,DTPCV3,NIC,"2023",126204,131683,104.34
PER,DTPCV3,NER,"2023",1057853,1074153,101.54
PER,DTPCV3,NGA,"2023",8438832,7875612,93.33
PER,DTPCV3,NIU,"2023",21,21,100
PER,DTPCV3,MKD,"2023",18214,15723,86.32
PER,DTPCV3,MNP,"2023",581,504,86.75
PER,DTPCV3,NOR,"2023",57980,55894,96.4
PER,DTPCV3,PSE,"2023",140024,122686,87.62
PER,DTPCV3,OMN,"2023",69740,69707,99.95
PER,DTPCV3,PAK,"2023",6820120,6693284,98.14
PER,DTPCV3,PLW,"2023",483,467,96.69
PER,DTPCV3,PAN,"2023",62936,44806,71.19
PER,DTPCV3,PNG,"2023",323047,128695,39.84
PER,DTPCV3,PRY,"2023",142485,84433,59.26
PER,DTPCV3,PER,"2023",480500,405018,84.29
PER,DTPCV3,PHL,"2023",2187333,1680032,76.81
PER,DTPCV3,POL,"2023",296860,280457,94.47
PER,DTPCV3,PRT,"2023",0,0,0
PER,DTPCV3,QAT,"2023",27999,26617,95.1
PER,DTPCV3,KOR,"2023",253604,246008,97
PER,DTPCV3,MDA,"2023",28843,25205,87.4
PER,DTPCV3,ROU,"2023",131873,53331,40.44
PER,DTPCV3,RUS,"2023",1240699,1201668,96.85
PER,DTPCV3,RWA,"2023",360595,337712,93.65
PER,DTPCV3,KNA,"2023",570,550,96.49
PER,DTPCV3,LCA,"2023",1740,1289,74.08
PER,DTPCV3,VCT,"2023",1285,1202,93.54
PER,DTPCV3,WSM,"2023",5229,4348,83.15
PER,DTPCV3,SMR,"2023",232,212,91.38
PER,DTPCV3,STP,"2023",5598,4842,86.5
PER,DTPCV3,SAU,"2023",482846,467395,96.8
PER,DTPCV3,SEN,"2023",607110,0,0
PER,DTPCV3,SRB,"2023",63245,58713,92.83
PER,DTPCV3,SYC,"2023",1553,1508,97.1
PER,DTPCV3,SLE,"2023",321515,330596,102.82
PER,DTPCV3,SGP,"2023",31391,30618,97.5
PER,DTPCV3,SVK,"2023",57321,55176,96.26
PER,DTPCV3,SVN,"2023",0,0,0
PER,DTPCV3,SLB,"2023",17193,14358,83.51
PER,DTPCV3,SOM,"2023",677778,584072,86.17
PER,DTPCV3,ZAF,"2023",1135768,895350,78.83
PER,DTPCV3,SSD,"2023",446989,528172,118
PER,DTPCV3,ESP,"2023",320013,297327,92.91
PER,DTPCV3,LKA,"2023",246512,243199,98.66
PER,DTPCV3,SDN,"2023",1890376,958464,50.7
PER,DTPCV3,SUR,"2023",9028,7805,86.45
PER,DTPCV3,SWE,"2023",0,0,0
PER,DTPCV3,CHE,"2023",0,0,95
PER,DTPCV3,SYR,"2023",573944,411280,71.66
PER,DTPCV3,TJK,"2023",241996,233340,96.42
PER,DTPCV3,THA,"2023",285121,250587,87.9
PER,DTPCV3,TLS,"2023",32153,36728,114.23
PER,DTPCV3,TGO,"2023",343690,317390,92.35
PER,DTPCV3,TKL,"2023",27,27,100
PER,DTPCV3,TON,"2023",1810,1795,99.17
PER,DTPCV3,TTO,"2023",12118,11647,96.11
PER,DTPCV3,TUN,"2023",147367,138116,93.72
PER,DTPCV3,TUR,"2023",958408,946536,98.76
PER,DTPCV3,TKM,"2023",0,0,98
PER,DTPCV3,TCA,"2023",576,574,99.65
PER,DTPCV3,TUV,"2023",290,273,94.14
PER,DTPCV3,UGA,"2023",1956844,1780368,90.98
PER,DTPCV3,UKR,"2023",181984,151697,83.36
PER,DTPCV3,ARE,"2023",92300,88617,96.01
PER,DTPCV3,GBR,"2023",710606,655237,92.21
PER,DTPCV3,TZA,"2023",2258463,2708567,119.93
PER,DTPCV3,USA,"2023",0,0,0
PER,DTPCV3,URY,"2023",31538,30060,95.31
PER,DTPCV3,UZB,"2023",870001,860248,98.88
PER,DTPCV3,VUT,"2023",9056,5692,63
PER,DTPCV3,VEN,"2023",528194,285467,54.05
PER,DTPCV3,VNM,"2023",1267834,822838,64.9
PER,DTPCV3,YEM,"2023",1166010,896772,76.91
PER,DTPCV3,ZMB,"2023",856372,682474,79.69
PER,DTPCV3,ZWE,"2023",462199,452985,98.01
PER,DTPCV3,AFG,"2022",1913143,1606307,83.96
PER,DTPCV3,ALB,"2022",25137,24498,97.46
PER,DTPCV3,DZA,"2022",981834,755004,76.9
PER,DTPCV3,AND,"2022",0,0,0
PER,DTPCV3,AGO,"2022",1132069,709300,62.66
PER,DTPCV3,AIA,"2022",143,126,88.11
PER,DTPCV3,ATG,"2022",955,952,99.69
PER,DTPCV3,ARG,"2022",517574,433862,83.83
PER,DTPCV3,ARM,"2022",33339,30969,92.9
PER,DTPCV3,ABW,"2022",1028,967,94.07
PER,DTPCV3,AUS,"2022",300521,283073,94.19
PER,DTPCV3,AUT,"2022",0,0,0
PER,DTPCV3,AZE,"2022",114812,95442,83.13
PER,DTPCV3,BHS,"2022",3426,2964,86.51
PER,DTPCV3,BHR,"2022",17293,16744,96.83
PER,DTPCV3,BGD,"2022",3345170,4015805,120.04
PER,DTPCV3,BRB,"2022",2127,1831,86.08
PER,DTPCV3,BLR,"2022",69594,68132,97.9
PER,DTPCV3,BEL,"2022",0,0,0
PER,DTPCV3,BLZ,"2022",6516,5490,84.25
PER,DTPCV3,BEN,"2022",360581,431766,119.74
PER,DTPCV3,BMU,"2022",477,427,89.52
PER,DTPCV3,BTN,"2022",10341,10127,97.93
PER,DTPCV3,BOL,"2022",238494,163749,68.66
PER,DTPCV3,BIH,"2022",25978,19607,75.47
PER,DTPCV3,BWA,"2022",65501,41584,63.49
PER,DTPCV3,BRA,"2022",2730050,2106523,77.16
PER,DTPCV3,VGB,"2022",282,285,101.06
PER,DTPCV3,BRN,"2022",6819,6816,99.96
PER,DTPCV3,BGR,"2022",54713,49993,91.37
PER,DTPCV3,BFA,"2022",849044,811527,95.58
PER,DTPCV3,BDI,"2022",474997,410123,86.34
PER,DTPCV3,CPV,"2022",8201,8264,100.77
PER,DTPCV3,KHM,"2022",341920,328945,96.21
PER,DTPCV3,CMR,"2022",965829,769975,79.72
PER,DTPCV3,CAN,"2022",0,0,0
PER,DTPCV3,CYM,"2022",818,809,98.9
PER,DTPCV3,CAF,"2022",172582,156986,90.96
PER,DTPCV3,TCD,"2022",793134,718266,90.56
PER,DTPCV3,CHL,"2022",187224,178997,95.61
PER,DTPCV3,CHN,"2022",9379995,9303879,99.19
PER,DTPCV3,HKG,"2022",0,0,0
PER,DTPCV3,MAC,"2022",4761,4652,97.71
PER,DTPCV3,COL,"2022",648575,563993,86.96
PER,DTPCV3,COM,"2022",22019,17087,77.6
PER,DTPCV3,COG,"2022",246769,192402,77.97
PER,DTPCV3,COK,"2022",225,163,72.44
PER,DTPCV3,CRI,"2022",53435,50885,95.23
PER,DTPCV3,CIV,"2022",1091894,990421,90.71
PER,DTPCV3,HRV,"2022",37258,34291,92.04
PER,DTPCV3,CUB,"2022",98342,97898,99.55
PER,DTPCV3,CYP,"2022",0,0,0
PER,DTPCV3,CZE,"2022",7949,7451,93.74
PER,DTPCV3,PRK,"2022",302701,0,0
PER,DTPCV3,COD,"2022",4198937,4017603,95.68
PER,DTPCV3,DNK,"2022",62168,59532,95.76
PER,DTPCV3,DJI,"2022",19009,14226,74.84
PER,DTPCV3,DMA,"2022",637,525,82.42
PER,DTPCV3,DOM,"2022",186546,163247,87.51
PER,DTPCV3,ECU,"2022",330105,230151,69.72
PER,DTPCV3,EGY,"2022",2140968,2066794,96.54
PER,DTPCV3,SLV,"2022",78417,74227,94.66
PER,DTPCV3,GNQ,"2022",22525,15701,69.7
PER,DTPCV3,ERI,"2022",102543,86130,83.99
PER,DTPCV3,EST,"2022",13343,11336,84.96
PER,DTPCV3,SWZ,"2022",30524,29580,96.91
PER,DTPCV3,ETH,"2022",3329977,3100454,93.11
PER,DTPCV3,FJI,"2022",17615,16537,93.88
PER,DTPCV3,FIN,"2022",0,0,0
PER,DTPCV3,FRA,"2022",0,0,96.4
PER,DTPCV3,PYF,"2022",0,1647,0
PER,DTPCV3,GAB,"2022",77142,46555,60.35
PER,DTPCV3,GMB,"2022",86988,68807,79.1
PER,DTPCV3,GEO,"2022",40667,34712,85.36
PER,DTPCV3,DEU,"2022",0,0,89.3
PER,DTPCV3,GHA,"2022",1226896,1245920,101.55
PER,DTPCV3,GRC,"2022",0,0,0
PER,DTPCV3,GRD,"2022",1512,1158,76.59
PER,DTPCV3,GTM,"2022",345359,281007,81.37
PER,DTPCV3,GIN,"2022",477419,417324,87.41
PER,DTPCV3,GNB,"2022",70995,52672,74.19
PER,DTPCV3,GUY,"2022",14206,14623,102.94
PER,DTPCV3,HTI,"2022",269554,196765,73
PER,DTPCV3,HND,"2022",200136,155641,77.77
PER,DTPCV3,HUN,"2022",91947,91818,99.86
PER,DTPCV3,ISL,"2022",5040,4645,92.16
PER,DTPCV3,IND,"2022",26403088,24646642,93.35
PER,DTPCV3,IDN,"2022",4136626,4199289,101.51
PER,DTPCV3,IRN,"2022",1064612,1058765,99.45
PER,DTPCV3,IRQ,"2022",1067290,987856,92.56
PER,DTPCV3,IRL,"2022",57147,52970,92.69
PER,DTPCV3,ISR,"2022",135937,133039,97.87
PER,DTPCV3,ITA,"2022",400613,381164,95.15
PER,DTPCV3,JAM,"2022",31276,30781,98.42
PER,DTPCV3,JPN,"2022",845750,877733,103.78
PER,DTPCV3,JOR,"2022",185818,171165,92.11
PER,DTPCV3,KAZ,"2022",340549,335919,98.64
PER,DTPCV3,KEN,"2022",1563171,1337012,85.53
PER,DTPCV3,KIR,"2022",3333,3026,90.79
PER,DTPCV3,XKX,"2022",23468,21126,90.02
PER,DTPCV3,KWT,"2022",47445,45161,96
PER,DTPCV3,KGZ,"2022",144783,130894,90.41
PER,DTPCV3,LAO,"2022",149733,138064,92.21
PER,DTPCV3,LVA,"2022",16928,16115,95.2
PER,DTPCV3,LBN,"2022",97232,74770,76.9
PER,DTPCV3,LSO,"2022",31661,29278,92.47
PER,DTPCV3,LBR,"2022",186027,176078,94.65
PER,DTPCV3,LBY,"2022",254588,245120,96.28
PER,DTPCV3,LTU,"2022",23952,21553,89.98
PER,DTPCV3,LUX,"2022",0,0,0
PER,DTPCV3,MDG,"2022",1039497,808780,77.8
PER,DTPCV3,MWI,"2022",727999,623606,85.66
PER,DTPCV3,MYS,"2022",439744,427287,97.17
PER,DTPCV3,MDV,"2022",5668,5598,98.76
PER,DTPCV3,MLI,"2022",876191,845389,96.48
PER,DTPCV3,MLT,"2022",4552,4480,98.42
PER,DTPCV3,MHL,"2022",1006,222,22.07
PER,DTPCV3,MRT,"2022",155967,132518,84.97
PER,DTPCV3,MUS,"2022",11924,9507,79.73
PER,DTPCV3,MEX,"2022",1920957,1601145,83.35
PER,DTPCV3,FSM,"2022",4016,2752,68.53
PER,DTPCV3,MCO,"2022",0,0,0
PER,DTPCV3,MNG,"2022",62479,59075,94.55
PER,DTPCV3,MNE,"2022",7128,5720,80.25
PER,DTPCV3,MSR,"2022",41,40,97.56
PER,DTPCV3,MOZ,"2022",1094154,960806,87.81
PER,DTPCV3,MMR,"2022",888436,628601,70.75
PER,DTPCV3,NAM,"2022",97395,81749,83.94
PER,DTPCV3,NRU,"2022",332,333,100.3
PER,DTPCV3,NPL,"2022",520049,494843,95
PER,DTPCV3,NLD,"2022",171732,159465,92.86
PER,DTPCV3,NCL,"2022",0,0,0
PER,DTPCV3,NZL,"2022",62978,56255,89.32
PER,DTPCV3,NIC,"2022",127530,136616,107.12
PER,DTPCV3,NER,"2022",1026394,1024506,99.82
PER,DTPCV3,NGA,"2022",8238304,7014358,85.14
PER,DTPCV3,NIU,"2022",15,15,100
PER,DTPCV3,MKD,"2022",20665,17343,83.92
PER,DTPCV3,MNP,"2022",575,159,27.65
PER,DTPCV3,NOR,"2022",54731,52884,96.63
PER,DTPCV3,PSE,"2022",141241,139092,98.48
PER,DTPCV3,OMN,"2022",79945,79617,99.59
PER,DTPCV3,PAK,"2022",7021879,6649385,94.6
PER,DTPCV3,PLW,"2022",310,291,93.87
PER,DTPCV3,PAN,"2022",64038,52672,82.25
PER,DTPCV3,PNG,"2022",314650,133261,42.35
PER,DTPCV3,PRY,"2022",142312,81008,56.92
PER,DTPCV3,PER,"2022",494595,406912,82.27
PER,DTPCV3,PHL,"2022",2131496,1529024,71.73
PER,DTPCV3,POL,"2022",328511,309686,94.27
PER,DTPCV3,PRT,"2022",0,0,0
PER,DTPCV3,QAT,"2022",26773,26317,98.3
PER,DTPCV3,KOR,"2022",265192,257836,97.23
PER,DTPCV3,MDA,"2022",31128,27260,87.57
PER,DTPCV3,ROU,"2022",140440,112186,79.88
PER,DTPCV3,RUS,"2022",1328223,1286590,96.87
PER,DTPCV3,RWA,"2022",339900,351290,103.35
PER,DTPCV3,KNA,"2022",627,604,96.33
PER,DTPCV3,LCA,"2022",1842,1487,80.73
PER,DTPCV3,VCT,"2022",1258,1246,99.05
PER,DTPCV3,WSM,"2022",5496,4159,76
PER,DTPCV3,SMR,"2022",239,219,91.63
PER,DTPCV3,SAU,"2022",456564,446976,97.9
PER,DTPCV3,SEN,"2022",602424,424802,70.52
PER,DTPCV3,SRB,"2022",62950,57836,91.88
PER,DTPCV3,SYC,"2022",1569,1520,96.88
