inf_type,antigen,country,year,target_num,doses,coverage
PER,DTPCV3,SRB,"2007",67843,66460,98
PER,DTPCV3,SYC,"2007",1458,1458,100
PER,DTPCV3,SLE,"2007",0,0,0
PER,DTPCV3,SGP,"2007",34588,33178,97
PER,DTPCV3,SVK,"2007",52258,51916,99
PER,DTPCV3,SVN,"2007",0,0,0
PER,DTPCV3,SLB,"2007",16854,13256,79
PER,DTPCV3,SOM,"2007",283680,112171,40
PER,DTPCV3,ZAF,"2007",1057509,1062273,100
PER,DTPCV3,SSD,"2007",0,0,20
PER,DTPCV3,ESP,"2007",496331,478072,96
PER,DTPCV3,LKA,"2007",374150,346633,93
PER,DTPCV3,SDN,"2007",1072712,973901,91
PER,DTPCV3,SUR,"2007",9713,8145,84
PER,DTPCV3,SWE,"2007",0,0,0
PER,DTPCV3,CHE,"2007",0,0,0
PER,DTPCV3,SYR,"2007",613298,604991,99
PER,DTPCV3,TJK,"2007",180447,155050,86
PER,DTPCV3,THA,"2007",0,0,0
PER,DTPCV3,TLS,"2007",40584,28311,70
PER,DTPCV3,TGO,"2007",226251,199649,88
PER,DTPCV3,TKL,"2007",20,17,85
PER,DTPCV3,TON,"2007",2436,2427,100
PER,DTPCV3,TTO,"2007",17940,15766,88
PER,DTPCV3,TUN,"2007",172000,163716,95
PER,DTPCV3,TUR,"2007",1317432,1258726,96
PER,DTPCV3,TKM,"2007",0,0,98
PER,DTPCV3,TUV,"2007",299,292,97
PER,DTPCV3,UGA,"2007",1214634,1037836,85
PER,DTPCV3,UKR,"2007",443668,434794,98
PER,DTPCV3,ARE,"2007",0,0,92
PER,DTPCV3,GBR,"2007",685953,630366,92
PER,DTPCV3,TZA,"2007",1571643,1306307,83
PER,DTPCV3,USA,"2007",0,0,0
PER,DTPCV3,URY,"2007",48328,45666,94
PER,DTPCV3,UZB,"2007",583733,553031,96
PER,DTPCV3,VUT,"2007",6915,4149,60
PER,DTPCV3,VEN,"2007",588160,365383,62
PER,DTPCV3,VNM,"2007",1594187,1468089,92
PER,DTPCV3,WLF,"2007",227,187,82
PER,DTPCV3,YEM,"2007",721517,630404,87
PER,DTPCV3,ZMB,"2007",540783.7326,498932,92
PER,DTPCV3,ZWE,"2007",356236,265861,75
PER,DTPCV3,AFG,"2006",1059772,736335,69
PER,DTPCV3,ALB,"2006",37762,36717,97
PER,DTPCV3,DZA,"2006",655400,625800,95
PER,DTPCV3,AND,"2006",0,0,0
PER,DTPCV3,AGO,"2006",772511,308692,40
PER,DTPCV3,ATG,"2006",1278,1281,100
PER,DTPCV3,ARG,"2006",714447,653209,91.4
PER,DTPCV3,ARM,"2006",37456,32511,87
PER,DTPCV3,AUS,"2006",0,0,92
PER,DTPCV3,AUT,"2006",78313,65262,83
PER,DTPCV3,AZE,"2006",120020,114330,95
PER,DTPCV3,BHS,"2006",5112,4856,95
PER,DTPCV3,BHR,"2006",14937,14657,98
PER,DTPCV3,BGD,"2006",3798525,3546684,93
PER,DTPCV3,BRB,"2006",3529,2977,84
PER,DTPCV3,BLR,"2006",90541,88975,99
PER,DTPCV3,BEL,"2006",0,0,0
PER,DTPCV3,BLZ,"2006",7457,7304,98
PER,DTPCV3,BEN,"2006",315348,293793,93
PER,DTPCV3,BTN,"2006",14055,13400,95
PER,DTPCV3,BOL,"2006",261591,216099,83
PER,DTPCV3,BIH,"2006",32438,28373,87
PER,DTPCV3,BWA,"2006",35382,44987,150
PER,DTPCV3,BRA,"2006",2944282,3066916,104
PER,DTPCV3,BRN,"2006",0,0,106
PER,DTPCV3,BGR,"2006",66292,63152,95
PER,DTPCV3,BFA,"2006",587070,559511,95
PER,DTPCV3,BDI,"2006",305372,282585,93
PER,DTPCV3,CPV,"2006",13716,9929,72
PER,DTPCV3,KHM,"2006",376825,301965,80
PER,DTPCV3,CMR,"2006",722232,582319,81
PER,DTPCV3,CAN,"2006",0,0,0
PER,DTPCV3,CAF,"2006",125643,110821,88
PER,DTPCV3,TCD,"2006",317675,245033,77
PER,DTPCV3,CHL,"2006",234060,219984,94
PER,DTPCV3,CHN,"2006",13827954,13673454,99
PER,DTPCV3,COL,"2006",858039,800472,93
PER,DTPCV3,COM,"2006",18947,13080,69
PER,DTPCV3,COG,"2006",162766,126589,78
PER,DTPCV3,COK,"2006",306,421,137
PER,DTPCV3,CRI,"2006",70599,63464,89.89
PER,DTPCV3,CIV,"2006",587766,453101.02,77
PER,DTPCV3,HRV,"2006",41790,40083,96
PER,DTPCV3,CUB,"2006",115119,102493,89
PER,DTPCV3,CYP,"2006",8243,0,0
PER,DTPCV3,CZE,"2006",0,0,0
PER,DTPCV3,PRK,"2006",409965,364459,89
PER,DTPCV3,COD,"2006",2394458,1848392,77
PER,DTPCV3,DNK,"2006",64765,59955,93
PER,DTPCV3,DJI,"2006",18852,13488,72
PER,DTPCV3,DMA,"2006",990,938,95
PER,DTPCV3,DOM,"2006",224179,199520,89
PER,DTPCV3,ECU,"2006",287678,282427,98
PER,DTPCV3,EGY,"2006",1803138,1766793,98
PER,DTPCV3,SLV,"2006",161320,154377,96
PER,DTPCV3,GNQ,"2006",20246,6973,34
PER,DTPCV3,ERI,"2006",116929,81477,70
PER,DTPCV3,EST,"2006",13887,13216,95
PER,DTPCV3,SWZ,"2006",37998,25671,68
PER,DTPCV3,ETH,"2006",2703014,1938894,72
PER,DTPCV3,FJI,"2006",17983,14642,81
PER,DTPCV3,FIN,"2006",0,0,0
PER,DTPCV3,FRA,"2006",0,0,0
PER,DTPCV3,GAB,"2006",57952,25665,44
PER,DTPCV3,GMB,"2006",66355,61455,93
PER,DTPCV3,GEO,"2006",43500,37909,88
PER,DTPCV3,DEU,"2006",720987,704997,98
PER,DTPCV3,GHA,"2006",891586,751000,84
PER,DTPCV3,GRD,"2006",1773,1616,91
PER,DTPCV3,GTM,"2006",337340,307033,91
PER,DTPCV3,GIN,"2006",347492,310490,89
PER,DTPCV3,GNB,"2006",46187,40717,77
PER,DTPCV3,GUY,"2006",14414,13390,93
PER,DTPCV3,HTI,"2006",220768,141017,63.88
PER,DTPCV3,HND,"2006",197208,172285,95
PER,DTPCV3,HUN,"2006",0,0,100
PER,DTPCV3,ISL,"2006",4125,4000,97
PER,DTPCV3,IND,"2006",26032751,25230579.09,97
PER,DTPCV3,IDN,"2006",4751636,4287814,90
PER,DTPCV3,IRN,"2006",1130672,1238069,98
PER,DTPCV3,IRQ,"2006",1038179,789944,76
PER,DTPCV3,IRL,"2006",62849,57335,91
PER,DTPCV3,ISR,"2006",0,0,95
PER,DTPCV3,ITA,"2006",540183,238588,96
PER,DTPCV3,JAM,"2006",48237,41056,85
PER,DTPCV3,JPN,"2006",0,0,98
PER,DTPCV3,JOR,"2006",153320,150418,98
PER,DTPCV3,KAZ,"2006",281108,281884,100
PER,DTPCV3,KEN,"2006",1293742,1036453,80
PER,DTPCV3,KIR,"2006",2520,2178,86
PER,DTPCV3,KWT,"2006",0,0,99
PER,DTPCV3,KGZ,"2006",107228,99104,92
PER,DTPCV3,LAO,"2006",187093,106403,57
PER,DTPCV3,LVA,"2006",22110,21182,96
PER,DTPCV3,LBN,"2006",65405,30100,46
PER,DTPCV3,LSO,"2006",50859,46011,90
PER,DTPCV3,LBR,"2006",147859,129971,88
PER,DTPCV3,LBY,"2006",143033,140288,98
PER,DTPCV3,LTU,"2006",28740,27038,94
PER,DTPCV3,LUX,"2006",0,0,0
PER,DTPCV3,MDG,"2006",612018,571390,93
PER,DTPCV3,MWI,"2006",637894,537162,84
PER,DTPCV3,MYS,"2006",461460,439719,95
PER,DTPCV3,MDV,"2006",5826,5701,98
PER,DTPCV3,MLI,"2006",479647,455589,95
PER,DTPCV3,MLT,"2006",3908,3297,85
PER,DTPCV3,MHL,"2006",1603,1300,81
PER,DTPCV3,MRT,"2006",121163,82071,68
PER,DTPCV3,MUS,"2006",17540,15571,89
PER,DTPCV3,MEX,"2006",1184556,860199,98
PER,DTPCV3,FSM,"2006",2704,2187,67
PER,DTPCV3,MNG,"2006",46105,45446,99
PER,DTPCV3,MNE,"2006",7009,6508,93
PER,DTPCV3,MAR,"2006",610124,572813,94
PER,DTPCV3,MOZ,"2006",765049,769440,98
PER,DTPCV3,MMR,"2006",1415711,877145,62
PER,DTPCV3,NAM,"2006",0,49768,73
PER,DTPCV3,NRU,"2006",257,175,72
PER,DTPCV3,NPL,"2006",742164,690298,93
PER,DTPCV3,NLD,"2006",192620,185568,96.3
PER,DTPCV3,NZL,"2006",0,0,0
PER,DTPCV3,NIC,"2006",149709,130550,87
PER,DTPCV3,NER,"2006",551724,563431,102
PER,DTPCV3,NGA,"2006",5373995,4117555,77
PER,DTPCV3,NIU,"2006",32,32,100
PER,DTPCV3,MKD,"2006",23255,21570,93
PER,DTPCV3,NOR,"2006",0,0,94
PER,DTPCV3,PSE,"2006",0,0,96
PER,DTPCV3,OMN,"2006",51428,50451,98
PER,DTPCV3,PAK,"2006",5378305,4608822,86
PER,DTPCV3,PLW,"2006",273,266,96
PER,DTPCV3,PAN,"2006",53401,54297,102
PER,DTPCV3,PNG,"2006",184052,134958,73
PER,DTPCV3,PRY,"2006",148356,130001,88
PER,DTPCV3,PER,"2006",550011,519429,94
PER,DTPCV3,PHL,"2006",2349776,2072887,88
PER,DTPCV3,POL,"2006",356323,352624,99
PER,DTPCV3,PRT,"2006",109014,102126,94
PER,DTPCV3,QAT,"2006",13713,13128,96
PER,DTPCV3,KOR,"2006",422915,412765,98
PER,DTPCV3,MDA,"2006",40003,38882,97
PER,DTPCV3,ROU,"2006",0,0,0
PER,DTPCV3,RUS,"2006",1377963,1359399,99
PER,DTPCV3,RWA,"2006",329313,330265,100
PER,DTPCV3,KNA,"2006",734,730,100
PER,DTPCV3,LCA,"2006",2156,1837,85
PER,DTPCV3,VCT,"2006",1734,1730,100
PER,DTPCV3,WSM,"2006",5100,2876,56
PER,DTPCV3,SMR,"2006",302,268,88.7
PER,DTPCV3,STP,"2006",5334,5165,97
PER,DTPCV3,SAU,"2006",0,0,96
PER,DTPCV3,SEN,"2006",389981,348082,89
PER,DTPCV3,SRB,"2006",68316,66107,97
PER,DTPCV3,SYC,"2006",1517,1517,100
PER,DTPCV3,SLE,"2006",171908,163780,95
PER,DTPCV3,SGP,"2006",33448,31867,95.4
PER,DTPCV3,SVK,"2006",51870,51337,99
PER,DTPCV3,SVN,"2006",0,0,0
PER,DTPCV3,SLB,"2006",16395,13638,83
PER,DTPCV3,SOM,"2006",275415,72959,26
PER,DTPCV3,ZAF,"2006",1064737,1060125,100
PER,DTPCV3,ESP,"2006",486690,474792,98
PER,DTPCV3,LKA,"2006",363771,340975,94
PER,DTPCV3,SDN,"2006",1044415,884187,85
PER,DTPCV3,SUR,"2006",8778,7366,84
PER,DTPCV3,SWE,"2006",0,0,0
PER,DTPCV3,CHE,"2006",0,0,0
PER,DTPCV3,SYR,"2006",596220,587488,99
PER,DTPCV3,TJK,"2006",158699,152504,96
PER,DTPCV3,THA,"2006",0,0,0
PER,DTPCV3,TLS,"2006",37858,25374,63
PER,DTPCV3,TGO,"2006",220952,192042,87
PER,DTPCV3,TON,"2006",2240,2222,99
PER,DTPCV3,TTO,"2006",17021,15607,92
PER,DTPCV3,TUN,"2006",170068,163786,96
PER,DTPCV3,TUR,"2006",1341033,1201884,90
PER,DTPCV3,TKM,"2006",90406,88344,97.7
PER,DTPCV3,TUV,"2006",221,215,97
PER,DTPCV3,UGA,"2006",1191479,949871,80
PER,DTPCV3,UKR,"2006",455935,433386,95
PER,DTPCV3,ARE,"2006",0,0,92
PER,DTPCV3,GBR,"2006",672357,619502,92
PER,DTPCV3,TZA,"2006",1547465,1352386,87
PER,DTPCV3,USA,"2006",0,0,0
PER,DTPCV3,URY,"2006",48103,45498,95
PER,DTPCV3,UZB,"2006",535544,516387,96
PER,DTPCV3,VUT,"2006",32672,0,0
PER,DTPCV3,VEN,"2006",587407,418215,71
PER,DTPCV3,VNM,"2006",1568657,1470290,94
PER,DTPCV3,YEM,"2006",686949,582419,85
PER,DTPCV3,ZMB,"2006",527804,510918,97
PER,DTPCV3,ZWE,"2006",352709,299824,85
PER,DTPCV3,AFG,"2005",1045188,796256,76
PER,DTPCV3,ALB,"2005",39453,38826,98.4
PER,DTPCV3,DZA,"2005",627562,554110,88
PER,DTPCV3,ASM,"2005",1613,1406,87
PER,DTPCV3,AND,"2005",0,0,0
PER,DTPCV3,AGO,"2005",751468,356231,47
PER,DTPCV3,AIA,"2005",0,0,0
PER,DTPCV3,ATG,"2005",1283,1281,99.84
PER,DTPCV3,ARG,"2005",700030,686402,98.1
PER,DTPCV3,ARM,"2005",36732,33108,90.1
PER,DTPCV3,AUS,"2005",62587,57412,92
PER,DTPCV3,AUT,"2005",78756,67416,86
PER,DTPCV3,AZE,"2005",116706,108769,93
PER,DTPCV3,BHS,"2005",5046,4506,89.3
PER,DTPCV3,BHR,"2005",15067,14794,98.18
PER,DTPCV3,BGD,"2005",3732596,3573367,96
PER,DTPCV3,BRB,"2005",0,0,0
PER,DTPCV3,BLR,"2005",86242,85483,99.1
PER,DTPCV3,BEL,"2005",0,0,0
PER,DTPCV3,BLZ,"2005",7684,7372,96
PER,DTPCV3,BEN,"2005",297903,277608,93
PER,DTPCV3,BTN,"2005",14454,13710,94.85
PER,DTPCV3,BOL,"2005",260428,220022,84.48
PER,DTPCV3,BIH,"2005",34093,30642,90
PER,DTPCV3,BWA,"2005",34792,45217,130
PER,DTPCV3,BRA,"2005",3032932,3140006,104
PER,DTPCV3,BRN,"2005",6955,7496,108
PER,DTPCV3,BGR,"2005",65962,63048,95.6
PER,DTPCV3,BFA,"2005",571712,550504,96.29
PER,DTPCV3,BDI,"2005",283657,246439,86.9
PER,DTPCV3,CPV,"2005",13370,9750,72.9
PER,DTPCV3,KHM,"2005",367445,299606,82
PER,DTPCV3,CMR,"2005",701877,558376,79.55
PER,DTPCV3,CAN,"2005",0,0,0
PER,DTPCV3,CAF,"2005",122029,55634,45.59
PER,DTPCV3,TCD,"2005",309897,180840,58
PER,DTPCV3,CHL,"2005",236710,216321,91.38
PER,DTPCV3,CHN,"2005",12054818,11931351,98.98
PER,DTPCV3,MAC,"2005",3362,3101,92.2
PER,DTPCV3,COL,"2005",858113,797184,93
PER,DTPCV3,COM,"2005",11204,12424,68
PER,DTPCV3,COG,"2005",158245,103587,65.46
PER,DTPCV3,COK,"2005",297,331,114
PER,DTPCV3,CRI,"2005",70848,64938,91.66
PER,DTPCV3,CIV,"2005",758972,423297,56
PER,DTPCV3,HRV,"2005",42379,40625,95.9
PER,DTPCV3,CUB,"2005",71002,101185,142.51
PER,DTPCV3,CYP,"2005",0,0,0
PER,DTPCV3,CZE,"2005",97862,95273,97.3
PER,DTPCV3,PRK,"2005",401926,316488,78.7
PER,DTPCV3,COD,"2005",2365521,1718777,72.7
PER,DTPCV3,DNK,"2005",64735,60444,93
PER,DTPCV3,DJI,"2005",17935,12734,71
PER,DTPCV3,DMA,"2005",0,0,0
PER,DTPCV3,DOM,"2005",220224,190672,86.11
PER,DTPCV3,ECU,"2005",288485,269755,93.51
PER,DTPCV3,EGY,"2005",1808009,1767382,97.8
PER,DTPCV3,SLV,"2005",162107,144819,89
PER,DTPCV3,GNQ,"2005",20409,6932,33.9
PER,DTPCV3,ERI,"2005",113532,81113,71.4
PER,DTPCV3,EST,"2005",13482,12934,95.9
PER,DTPCV3,SWZ,"2005",37574,26574,71
PER,DTPCV3,ETH,"2005",2619682,1811430,69.1
PER,DTPCV3,FJI,"2005",17714,13004,73
PER,DTPCV3,FIN,"2005",0,0,0
PER,DTPCV3,FRA,"2005",0,0,0
PER,DTPCV3,GAB,"2005",59160,23640,40
PER,DTPCV3,GMB,"2005",59219,56229,89
PER,DTPCV3,GEO,"2005",43500,36633,82
PER,DTPCV3,DEU,"2005",651467,636388,97.7
PER,DTPCV3,GHA,"2005",812221,733261,90
PER,DTPCV3,GRC,"2005",0,0,0
PER,DTPCV3,GRD,"2005",1786,1786,100
PER,DTPCV3,GUM,"2005",484,418,86.4
PER,DTPCV3,GTM,"2005",342021,316180,92.44
PER,DTPCV3,GIN,"2005",338874,290574,86
PER,DTPCV3,GNB,"2005",50083,37030,74
PER,DTPCV3,GUY,"2005",15257,14170,93
PER,DTPCV3,HTI,"2005",217935,155284,71.25
PER,DTPCV3,HND,"2005",197159,179330,98
PER,DTPCV3,HUN,"2005",0,0,100
PER,DTPCV3,ISL,"2005",4500,4275,95
PER,DTPCV3,IND,"2005",25793700,24692530,96
PER,DTPCV3,IDN,"2005",4813572,3965487,82
PER,DTPCV3,IRN,"2005",1314619,1247309,95
PER,DTPCV3,IRQ,"2005",974409,822144,84.4
PER,DTPCV3,IRL,"2005",61151,55310,90
PER,DTPCV3,ISR,"2005",0,0,93
PER,DTPCV3,ITA,"2005",540183,0,95
PER,DTPCV3,JAM,"2005",48237,42223,87.53
PER,DTPCV3,JPN,"2005",0,0,98
PER,DTPCV3,JOR,"2005",155391,147186,95
PER,DTPCV3,KAZ,"2005",277999,277905,98.2
PER,DTPCV3,KEN,"2005",1277920,979881,77
PER,DTPCV3,KIR,"2005",2403,1896,79
PER,DTPCV3,KWT,"2005",0,47307,99
PER,DTPCV3,KGZ,"2005",98043,96221,98.1
PER,DTPCV3,LAO,"2005",188858,92744,49
PER,DTPCV3,LVA,"2005",21148,21242,100
PER,DTPCV3,LBN,"2005",65405,30976,47.3
PER,DTPCV3,LSO,"2005",49862,42907,86
PER,DTPCV3,LBR,"2005",131400,114572,87
PER,DTPCV3,LBY,"2005",143721,135571,94.3
PER,DTPCV3,LTU,"2005",28833,27102,94
PER,DTPCV3,LUX,"2005",0,0,0
PER,DTPCV3,MDG,"2005",595349,548916,92.2
PER,DTPCV3,MWI,"2005",573598,533707,93
PER,DTPCV3,MYS,"2005",461460,439719,95.3
PER,DTPCV3,MDV,"2005",5218,5120,98
PER,DTPCV3,MLI,"2005",468038,444917,95
PER,DTPCV3,MLT,"2005",3740,3456,92.4
PER,DTPCV3,MHL,"2005",1601,1232,77
PER,DTPCV3,MRT,"2005",118323,83442,71
PER,DTPCV3,MUS,"2005",18829,16550,87.9
PER,DTPCV3,MEX,"2005",1744995,1713023,98.17
PER,DTPCV3,FSM,"2005",3093,2897,94
PER,DTPCV3,MNG,"2005",31960,31644,99
PER,DTPCV3,MAR,"2005",600724,569152,95
PER,DTPCV3,MOZ,"2005",777458,658329,84.7
PER,DTPCV3,MMR,"2005",1404927,1021045,72.7
PER,DTPCV3,NAM,"2005",0,0,0
PER,DTPCV3,NRU,"2005",268,89,33
PER,DTPCV3,NPL,"2005",735339,588583,80.04
PER,DTPCV3,NLD,"2005",199649,191606,96
PER,DTPCV3,NCL,"2005",0,0,0
PER,DTPCV3,NZL,"2005",0,0,0
PER,DTPCV3,NIC,"2005",148652,128188,88
PER,DTPCV3,NER,"2005",557396,498516,89
PER,DTPCV3,NGA,"2005",5300735,1988452,37.51
PER,DTPCV3,NIU,"2005",35,30,85
PER,DTPCV3,MKD,"2005",23469,22789,97.1
PER,DTPCV3,MNP,"2005",1267,924,73
PER,DTPCV3,NOR,"2005",0,0,91
PER,DTPCV3,PSE,"2005",0,0,96
PER,DTPCV3,OMN,"2005",49417,49977,101.13
PER,DTPCV3,PAK,"2005",5262070,3804921,72
PER,DTPCV3,PLW,"2005",327,320,98
PER,DTPCV3,PAN,"2005",65309,55663,88
PER,DTPCV3,PNG,"2005",178347,108792,61
PER,DTPCV3,PRY,"2005",148215,128425,86.65
PER,DTPCV3,PER,"2005",602739,538758,89
PER,DTPCV3,PHL,"2005",2569288,2027964,89
PER,DTPCV3,POL,"2005",347821,343615,98.8
PER,DTPCV3,PRT,"2005",108878,101521,93.2
PER,DTPCV3,QAT,"2005",13524,12865,97
PER,DTPCV3,KOR,"2005",480936,462180,96.1
PER,DTPCV3,MDA,"2005",40764,39800,97.6
PER,DTPCV3,ROU,"2005",0,0,0
PER,DTPCV3,RUS,"2005",1405172,1371591,98
PER,DTPCV3,RWA,"2005",340749,323575,95
PER,DTPCV3,KNA,"2005",709,749,105.64
PER,DTPCV3,LCA,"2005",2440,2327,95.36
PER,DTPCV3,VCT,"2005",1755,1740,99.14
PER,DTPCV3,WSM,"2005",5100,3241,64
PER,DTPCV3,SMR,"2005",284,269,94.7
PER,DTPCV3,STP,"2005",5158,4993,96.8
PER,DTPCV3,SAU,"2005",0,0,96.4
PER,DTPCV3,SEN,"2005",360732,303910,84
PER,DTPCV3,SRB,"2005",70418,68828,97.7
PER,DTPCV3,SYC,"2005",1428,1427,99.9
PER,DTPCV3,SLE,"2005",190143,145878,77
PER,DTPCV3,SGP,"2005",35403,33627,96.1
PER,DTPCV3,SVK,"2005",50065,49672,99.2
PER,DTPCV3,SVN,"2005",0,0,0
PER,DTPCV3,SLB,"2005",15948,12405,78
PER,DTPCV3,SOM,"2005",298981,89475,30
PER,DTPCV3,ZAF,"2005",1042511,1008992,97
PER,DTPCV3,ESP,"2005",494286,475384,96
PER,DTPCV3,LKA,"2005",357043,342410,95.9
PER,DTPCV3,SDN,"2005",1109481,925613,83.4
PER,DTPCV3,SUR,"2005",8657,7220,83
PER,DTPCV3,SWE,"2005",0,0,0
PER,DTPCV3,CHE,"2005",0,0,0
PER,DTPCV3,SYR,"2005",548692,543704,99
PER,DTPCV3,TJK,"2005",155871,148465,95
PER,DTPCV3,THA,"2005",0,0,0
PER,DTPCV3,TLS,"2005",35599,19224,54
PER,DTPCV3,TGO,"2005",208480,171779,82
PER,DTPCV3,TKL,"2005",27,25,93
PER,DTPCV3,TON,"2005",1126,1114,98.9
PER,DTPCV3,TTO,"2005",0,15825,0
PER,DTPCV3,TUN,"2005",167141,164100,98
PER,DTPCV3,TUR,"2005",1341033,1205385,90
PER,DTPCV3,TKM,"2005",87816,86940,99
PER,DTPCV3,TUV,"2005",294,273,93
PER,DTPCV3,UGA,"2005",1169927,986970,84
PER,DTPCV3,UKR,"2005",421826,403021,95.5
PER,DTPCV3,ARE,"2005",63065,59281,94
PER,DTPCV3,GBR,"2005",733974,668279,91
PER,DTPCV3,TZA,"2005",1392679,1249388,90
PER,DTPCV3,URY,"2005",51603,49610,96.13
PER,DTPCV3,UZB,"2005",522468,516875,98.9
PER,DTPCV3,VUT,"2005",6960,4601,66
PER,DTPCV3,VEN,"2005",538750,470059,87
PER,DTPCV3,VNM,"2005",1545475,1461520,94.6
PER,DTPCV3,YEM,"2005",707015,610415,85
PER,DTPCV3,ZMB,"2005",567560,515936,91
PER,DTPCV3,ZWE,"2005",372708,331590,89
PER,DTPCV3,AFG,"2004",1002889,662398,66
PER,DTPCV3,ALB,"2004",41850,40729,97.3
PER,DTPCV3,DZA,"2004",603164,519906,86
PER,DTPCV3,ASM,"2004",0,0,0
PER,DTPCV3,AND,"2004",0,0,99.1
PER,DTPCV3,AGO,"2004",731000,430479,59
PER,DTPCV3,ATG,"2004",1255,1215,97
PER,DTPCV3,ARG,"2004",699812,682594,98
PER,DTPCV3,ARM,"2004",37528,33888,90.3
PER,DTPCV3,AUS,"2004",65513,60927,92
PER,DTPCV3,AUT,"2004",80186,66512,83
PER,DTPCV3,AZE,"2004",106908,102886,96.2
PER,DTPCV3,BHS,"2004",5011,4671,93
PER,DTPCV3,BHR,"2004",14456,14490,97.7
PER,DTPCV3,BGD,"2004",3668766,3508176,96
PER,DTPCV3,BRB,"2004",0,0,93
PER,DTPCV3,BLR,"2004",84711,83888,99
PER,DTPCV3,BEL,"2004",0,0,0
PER,DTPCV3,BLZ,"2004",7830,7464,97
PER,DTPCV3,BEN,"2004",262875,239759,91
PER,DTPCV3,BMU,"2004",0,0,0
PER,DTPCV3,BTN,"2004",14800,13355,90
PER,DTPCV3,BOL,"2004",261784,220032,84
PER,DTPCV3,BIH,"2004",35384,29723,84
PER,DTPCV3,BWA,"2004",42845,38242,89
PER,DTPCV3,BRA,"2004",3021961,3119461,103
PER,DTPCV3,BRN,"2004",6768,6205,92
PER,DTPCV3,BGR,"2004",67438,62281,92.4
PER,DTPCV3,BFA,"2004",555112,486989,88
PER,DTPCV3,BDI,"2004",275930,229994,83
PER,DTPCV3,CPV,"2004",12965,9768,75
PER,DTPCV3,KHM,"2004",358494,305933,85
PER,DTPCV3,CMR,"2004",682097,495093,73
PER,DTPCV3,CAN,"2004",0,0,0
PER,DTPCV3,CAF,"2004",119245,59307,50
PER,DTPCV3,TCD,"2004",302339,150716,50
PER,DTPCV3,CHL,"2004",223018,209743,93
PER,DTPCV3,CHN,"2004",11746067,11612542,98.86
PER,DTPCV3,HKG,"2004",0,0,0
PER,DTPCV3,MAC,"2004",3311,2988,90.2
PER,DTPCV3,COL,"2004",900777,802164,89
PER,DTPCV3,COM,"2004",19136,14462,76
PER,DTPCV3,COG,"2004",147810,89439,61
PER,DTPCV3,COK,"2004",313,338,107
PER,DTPCV3,CRI,"2004",71579,65330,91
PER,DTPCV3,CIV,"2004",734726,367153,50
PER,DTPCV3,HRV,"2004",40901,39087,95.56
PER,DTPCV3,CUB,"2004",0,114027,0
PER,DTPCV3,CYP,"2004",0,0,0
PER,DTPCV3,CZE,"2004",93685,91717,97.9
PER,DTPCV3,PRK,"2004",419801,300045,71.6
PER,DTPCV3,COD,"2004",2296623,1462457,64
PER,DTPCV3,DNK,"2004",65055,61777,95
PER,DTPCV3,DJI,"2004",21973,14004,63.73
PER,DTPCV3,DMA,"2004",997,1000,100
PER,DTPCV3,DOM,"2004",216583,175171,81
PER,DTPCV3,ECU,"2004",289789,261241,90
PER,DTPCV3,EGY,"2004",1854090,1691679,96.6
PER,DTPCV3,SLV,"2004",123643,146088,90
PER,DTPCV3,GNQ,"2004",18228,8404,46
PER,DTPCV3,ERI,"2004",110226,75026,68
PER,DTPCV3,EST,"2004",12698,11970,94
PER,DTPCV3,SWZ,"2004",29916,24737,83
PER,DTPCV3,ETH,"2004",2561053,1696534,66
PER,DTPCV3,FJI,"2004",17668,12605,71.34
PER,DTPCV3,FIN,"2004",0,0,0
PER,DTPCV3,FRA,"2004",0,0,0
PER,DTPCV3,PYF,"2004",0,0,0
PER,DTPCV3,GAB,"2004",53320,19532,37
PER,DTPCV3,GMB,"2004",61114,56884,92
PER,DTPCV3,GEO,"2004",44252,34974,78
PER,DTPCV3,DEU,"2004",699349,681756,97
PER,DTPCV3,GHA,"2004",793461,637881,80
PER,DTPCV3,GRC,"2004",0,0,0
PER,DTPCV3,GRD,"2004",1782,1493,84
PER,DTPCV3,GUM,"2004",489,428,87
PER,DTPCV3,GTM,"2004",343071,324347,92
PER,DTPCV3,GIN,"2004",328820,225725,69
PER,DTPCV3,GNB,"2004",48862,36587,75
PER,DTPCV3,GUY,"2004",16238,14844,91
PER,DTPCV3,HTI,"2004",215138,152002,70.65
PER,DTPCV3,HND,"2004",182492,175127,94
PER,DTPCV3,HUN,"2004",91431,91284,99.8
PER,DTPCV3,ISL,"2004",4100,4066,99
PER,DTPCV3,IND,"2004",25684500,24043609,94
PER,DTPCV3,IDN,"2004",4717633,4298974,91
PER,DTPCV3,IRN,"2004",1094638,1079372,99
PER,DTPCV3,IRQ,"2004",958465,716354,74.7
PER,DTPCV3,IRL,"2004",61068,54576,89
PER,DTPCV3,ISR,"2004",0,0,95
PER,DTPCV3,ITA,"2004",532512,0,94
PER,DTPCV3,JAM,"2004",50980,39147,81
PER,DTPCV3,JPN,"2004",1138500,1140000,100
PER,DTPCV3,JOR,"2004",157343,149324,95
PER,DTPCV3,KAZ,"2004",243781,198889,81.6
PER,DTPCV3,KEN,"2004",1254608,938299,75
PER,DTPCV3,KIR,"2004",2507,1565,62.4
PER,DTPCV3,KWT,"2004",0,0,0
PER,DTPCV3,KGZ,"2004",94758,94167,99.3
PER,DTPCV3,LAO,"2004",182153,82306,45
