inf_type,country,year,cases
PER,MWI,"2006",0
PER,MYS,"2006",6
PER,MDV,"2006",0
PER,MLI,"2006",0
PER,MLT,"2006",2
PER,MHL,"2006",0
PER,MRT,"2006",0
PER,MUS,"2006",0
PER,MEX,"2006",171
PER,FSM,"2006",0
PER,MCO,"2006",0
PER,MNG,"2006",0
PER,MNE,"2006",0
PER,MAR,"2006",27
PER,MOZ,"2006",0
PER,MMR,"2006",13
PER,NAM,"2006",0
PER,NRU,"2006",0
PER,NPL,"2006",1092
PER,NLD,"2006",4298
PER,NCL,"2006",0
PER,NZL,"2006",1122
PER,NIC,"2006",148
PER,NER,"2006",1985
PER,NGA,"2006",10997
PER,MKD,"2006",7
PER,MNP,"2006",0
PER,NOR,"2006",6587
PER,PSE,"2006",0
PER,OMN,"2006",39
PER,PAK,"2006",313
PER,PLW,"2006",0
PER,PAN,"2006",132
PER,PNG,"2006",3051
PER,PRY,"2006",6
PER,PER,"2006",84
PER,PHL,"2006",41
PER,POL,"2006",1525
PER,PRT,"2006",22
PER,QAT,"2006",15
PER,KOR,"2006",17
PER,MDA,"2006",43
PER,ROU,"2006",33
PER,RUS,"2006",8208
PER,RWA,"2006",0
PER,KNA,"2006",0
PER,LCA,"2006",0
PER,VCT,"2006",0
PER,WSM,"2006",0
PER,SMR,"2006",0
PER,STP,"2006",0
PER,SAU,"2006",34
PER,SEN,"2006",7
PER,SRB,"2006",5
PER,SYC,"2006",0
PER,SLE,"2006",0
PER,SGP,"2006",2
PER,SXM,"2006",0
PER,SVK,"2006",21
PER,SVN,"2006",551
PER,SLB,"2006",24
PER,SOM,"2006",0
PER,ZAF,"2006",0
PER,SSD,"2006",0
PER,ESP,"2006",378
PER,LKA,"2006",0
PER,SDN,"2006",39
PER,SUR,"2006",0
PER,SWE,"2006",795
PER,CHE,"2006",0
PER,SYR,"2006",212
PER,TJK,"2006",22
PER,THA,"2006",72
PER,TLS,"2006",26
PER,TGO,"2006",0
PER,TON,"2006",2
PER,TTO,"2006",0
PER,TUN,"2006",8
PER,TKM,"2006",0
PER,TCA,"2006",0
PER,TUV,"2006",0
PER,TUR,"2006",57
PER,UGA,"2006",0
PER,UKR,"2006",2459
PER,ARE,"2006",0
PER,GBR,"2006",478
PER,TZA,"2006",0
PER,USA,"2006",15632
PER,URY,"2006",15
PER,UZB,"2006",115
PER,VUT,"2006",0
PER,VEN,"2006",1183
PER,VNM,"2006",144
PER,YEM,"2006",3476
PER,ZMB,"2006",120
PER,ZWE,"2006",0
PER,AFG,"2005",2173
PER,ALB,"2005",15
PER,DZA,"2005",18
PER,ASM,"2005",1
PER,AND,"2005",0
PER,AGO,"2005",0
PER,ATG,"2005",0
PER,ARG,"2005",2060
PER,ARM,"2005",6
PER,ABW,"2005",0
PER,AUS,"2005",11277
PER,AUT,"2005",130
PER,AZE,"2005",2
PER,BHS,"2005",0
PER,BHR,"2005",0
PER,BGD,"2005",125
PER,BRB,"2005",0
PER,BLR,"2005",80
PER,BEL,"2005",231
PER,BLZ,"2005",0
PER,BEN,"2005",99
PER,BMU,"2005",0
PER,BTN,"2005",1
PER,BOL,"2005",1
PER,BIH,"2005",39
PER,BWA,"2005",0
PER,BRA,"2005",1328
PER,VGB,"2005",0
PER,BRN,"2005",0
PER,BGR,"2005",313
PER,BFA,"2005",170
PER,BDI,"2005",0
PER,CPV,"2005",0
PER,KHM,"2005",462
PER,CMR,"2005",0
PER,CAN,"2005",2231
PER,CYM,"2005",0
PER,CAF,"2005",87
PER,TCD,"2005",0
PER,CHL,"2005",1213
PER,CHN,"2005",3844
PER,HKG,"2005",0
PER,COL,"2005",139
PER,COM,"2005",0
PER,COG,"2005",0
PER,CRI,"2005",7
PER,HRV,"2005",124
PER,CUB,"2005",0
PER,CUW,"2005",0
PER,CYP,"2005",6
PER,CZE,"2005",412
PER,CIV,"2005",0
PER,PRK,"2005",493
PER,COD,"2005",4564
PER,DNK,"2005",129
PER,DJI,"2005",0
PER,DMA,"2005",0
PER,DOM,"2005",63
PER,ECU,"2005",0
PER,EGY,"2005",0
PER,SLV,"2005",5
PER,GNQ,"2005",0
PER,ERI,"2005",46
PER,EST,"2005",63
PER,SWZ,"2005",0
PER,ETH,"2005",0
PER,FJI,"2005",0
PER,FIN,"2005",552
PER,FRA,"2005",0
PER,PYF,"2005",0
PER,GAB,"2005",0
PER,GMB,"2005",0
PER,GEO,"2005",165
PER,DEU,"2005",0
PER,GHA,"2005",0
PER,GRC,"2005",24
PER,GRD,"2005",0
PER,GUM,"2005",1
PER,GTM,"2005",0
PER,GIN,"2005",15
PER,GNB,"2005",0
PER,GUY,"2005",0
PER,HTI,"2005",496
PER,HND,"2005",134
PER,HUN,"2005",22
PER,ISL,"2005",6
PER,IND,"2005",31122
PER,IDN,"2005",8897
PER,IRN,"2005",125
PER,IRQ,"2005",1050
PER,IRL,"2005",84
PER,ISR,"2005",357
PER,ITA,"2005",403
PER,JAM,"2005",8
PER,JPN,"2005",0
PER,JOR,"2005",1
PER,KAZ,"2005",222
PER,KEN,"2005",0
PER,KIR,"2005",0
PER,XKX,"2005",0
PER,KWT,"2005",110
PER,KGZ,"2005",91
PER,LAO,"2005",120
PER,LVA,"2005",25
PER,LBN,"2005",43
PER,LSO,"2005",0
PER,LBR,"2005",0
PER,LBY,"2005",41
PER,LTU,"2005",64
PER,LUX,"2005",0
PER,MDG,"2005",0
PER,MWI,"2005",0
PER,MYS,"2005",8
PER,MDV,"2005",0
PER,MLI,"2005",33
PER,MLT,"2005",7
PER,MHL,"2005",0
PER,MRT,"2005",87
PER,MUS,"2005",0
PER,MEX,"2005",349
PER,FSM,"2005",0
PER,MCO,"2005",0
PER,MNG,"2005",0
PER,MNE,"2005",0
PER,MAR,"2005",0
PER,MOZ,"2005",12
PER,MMR,"2005",11
PER,NAM,"2005",8
PER,NRU,"2005",0
PER,NPL,"2005",2170
PER,NLD,"2005",6535
PER,NCL,"2005",69
PER,NZL,"2005",2720
PER,NIC,"2005",0
PER,NER,"2005",1206
PER,NGA,"2005",15609
PER,MKD,"2005",7
PER,MNP,"2005",0
PER,NOR,"2005",5536
PER,PSE,"2005",0
PER,OMN,"2005",36
PER,PAK,"2005",133
PER,PLW,"2005",0
PER,PAN,"2005",28
PER,PNG,"2005",2692
PER,PRY,"2005",13
PER,PER,"2005",127
PER,PHL,"2005",20
PER,POL,"2005",1925
PER,PRT,"2005",78
PER,QAT,"2005",7
PER,KOR,"2005",10
PER,MDA,"2005",24
PER,ROU,"2005",57
PER,RUS,"2005",4644
PER,RWA,"2005",0
PER,KNA,"2005",0
PER,LCA,"2005",0
PER,VCT,"2005",0
PER,WSM,"2005",0
PER,SMR,"2005",0
PER,STP,"2005",0
PER,SAU,"2005",21
PER,SEN,"2005",0
PER,SRB,"2005",4
PER,SYC,"2005",0
PER,SLE,"2005",0
PER,SGP,"2005",2
PER,SXM,"2005",0
PER,SVK,"2005",17
PER,SVN,"2005",75
PER,SLB,"2005",191
PER,SOM,"2005",0
PER,ZAF,"2005",0
PER,SSD,"2005",0
PER,ESP,"2005",295
PER,LKA,"2005",0
PER,SDN,"2005",90
PER,SUR,"2005",0
PER,SWE,"2005",1360
PER,CHE,"2005",0
PER,SYR,"2005",0
PER,TJK,"2005",22
PER,THA,"2005",23
PER,TLS,"2005",0
PER,TGO,"2005",0
PER,TON,"2005",9
PER,TTO,"2005",0
PER,TUN,"2005",6
PER,TKM,"2005",0
PER,TCA,"2005",0
PER,TUV,"2005",0
PER,TUR,"2005",272
PER,UGA,"2005",0
PER,UKR,"2005",1518
PER,ARE,"2005",34
PER,GBR,"2005",358
PER,TZA,"2005",0
PER,USA,"2005",25616
PER,URY,"2005",0
PER,UZB,"2005",126
PER,VUT,"2005",11
PER,VEN,"2005",836
PER,VNM,"2005",194
PER,YEM,"2005",1294
PER,ZMB,"2005",185
PER,ZWE,"2005",0
PER,AFG,"2004",558
PER,ALB,"2004",72
PER,DZA,"2004",7
PER,ASM,"2004",0
PER,AND,"2004",0
PER,AGO,"2004",1675
PER,ATG,"2004",0
PER,ARG,"2004",976
PER,ARM,"2004",7
PER,ABW,"2004",0
PER,AUS,"2004",8676
PER,AUT,"2004",130
PER,AZE,"2004",2
PER,BHS,"2004",0
PER,BHR,"2004",0
PER,BGD,"2004",140
PER,BRB,"2004",0
PER,BLR,"2004",80
PER,BEL,"2004",96
PER,BLZ,"2004",0
PER,BEN,"2004",49
PER,BMU,"2004",0
PER,BTN,"2004",0
PER,BOL,"2004",6
PER,BIH,"2004",24
PER,BWA,"2004",0
PER,BRA,"2004",1146
PER,VGB,"2004",0
PER,BRN,"2004",0
PER,BGR,"2004",222
PER,BFA,"2004",420
PER,BDI,"2004",0
PER,CPV,"2004",0
PER,KHM,"2004",66
PER,CMR,"2004",0
PER,CAN,"2004",2697
PER,CYM,"2004",0
PER,CAF,"2004",561
PER,TCD,"2004",0
PER,CHL,"2004",1059
PER,CHN,"2004",4705
PER,HKG,"2004",0
PER,COL,"2004",25
PER,COM,"2004",0
PER,COG,"2004",0
PER,CRI,"2004",13
PER,HRV,"2004",197
PER,CUB,"2004",0
PER,CUW,"2004",0
PER,CYP,"2004",15
PER,CZE,"2004",373
PER,CIV,"2004",0
PER,PRK,"2004",1930
PER,COD,"2004",7104
PER,DNK,"2004",228
PER,DJI,"2004",0
PER,DMA,"2004",0
PER,DOM,"2004",53
PER,ECU,"2004",0
PER,EGY,"2004",0
PER,SLV,"2004",1
PER,GNQ,"2004",0
PER,ERI,"2004",6
PER,EST,"2004",455
PER,SWZ,"2004",0
PER,ETH,"2004",0
PER,FJI,"2004",3
PER,FIN,"2004",1631
PER,FRA,"2004",0
PER,PYF,"2004",0
PER,GAB,"2004",0
PER,GMB,"2004",0
PER,GEO,"2004",207
PER,DEU,"2004",0
PER,GHA,"2004",0
PER,GRC,"2004",23
PER,GRD,"2004",0
PER,GUM,"2004",0
PER,GTM,"2004",391
PER,GIN,"2004",52
PER,GNB,"2004",2
PER,GUY,"2004",0
PER,HTI,"2004",44
PER,HND,"2004",104
PER,HUN,"2004",31
PER,ISL,"2004",1
PER,IND,"2004",32786
PER,IDN,"2004",1547
PER,IRN,"2004",98
PER,IRQ,"2004",78249
PER,IRL,"2004",90
PER,ISR,"2004",1653
PER,ITA,"2004",763
PER,JAM,"2004",5
PER,JPN,"2004",1534
PER,JOR,"2004",4
PER,KAZ,"2004",57
PER,KEN,"2004",0
PER,KIR,"2004",0
PER,XKX,"2004",0
PER,KWT,"2004",67
PER,KGZ,"2004",9
PER,LAO,"2004",199
PER,LVA,"2004",39
PER,LBN,"2004",21
PER,LSO,"2004",0
PER,LBR,"2004",0
PER,LBY,"2004",27
PER,LTU,"2004",48
PER,LUX,"2004",3
PER,MDG,"2004",2974
PER,MWI,"2004",0
PER,MYS,"2004",40
PER,MDV,"2004",0
PER,MLI,"2004",33
PER,MLT,"2004",6
PER,MHL,"2004",0
PER,MRT,"2004",0
PER,MUS,"2004",0
PER,MEX,"2004",137
PER,FSM,"2004",0
PER,MCO,"2004",0
PER,MNG,"2004",0
PER,MNE,"2004",0
PER,MAR,"2004",47
PER,MOZ,"2004",12
PER,MMR,"2004",100
PER,NAM,"2004",7
PER,NRU,"2004",0
PER,NPL,"2004",3708
PER,NLD,"2004",9113
PER,NCL,"2004",0
PER,NZL,"2004",3489
PER,NIC,"2004",0
PER,NER,"2004",2159
PER,NGA,"2004",10976
PER,MKD,"2004",1
PER,MNP,"2004",0
PER,NOR,"2004",7737
PER,PSE,"2004",0
PER,OMN,"2004",76
PER,PAK,"2004",97
PER,PLW,"2004",0
PER,PAN,"2004",12
PER,PNG,"2004",2050
PER,PRY,"2004",40
PER,PER,"2004",201
PER,PHL,"2004",10
PER,POL,"2004",2954
PER,PRT,"2004",38
PER,QAT,"2004",0
PER,KOR,"2004",6
PER,MDA,"2004",105
PER,ROU,"2004",231
PER,RUS,"2004",11085
PER,RWA,"2004",0
PER,KNA,"2004",0
PER,LCA,"2004",0
PER,VCT,"2004",0
PER,WSM,"2004",0
PER,SMR,"2004",0
PER,STP,"2004",0
PER,SAU,"2004",64
PER,SEN,"2004",21
PER,SRB,"2004",78
PER,SYC,"2004",0
PER,SLE,"2004",0
PER,SGP,"2004",0
PER,SXM,"2004",0
PER,SVK,"2004",21
PER,SVN,"2004",113
PER,SLB,"2004",0
PER,SOM,"2004",0
PER,ZAF,"2004",0
PER,SSD,"2004",0
PER,ESP,"2004",0
PER,LKA,"2004",45
PER,SDN,"2004",192
PER,SUR,"2004",0
PER,SWE,"2004",1371
PER,CHE,"2004",0
PER,SYR,"2004",268
PER,TJK,"2004",74
PER,THA,"2004",21
PER,TLS,"2004",0
PER,TGO,"2004",88
PER,TON,"2004",0
PER,TTO,"2004",0
PER,TUN,"2004",1
PER,TKM,"2004",3
PER,TCA,"2004",0
PER,TUV,"2004",0
PER,TUR,"2004",389
PER,UGA,"2004",0
PER,UKR,"2004",2241
PER,ARE,"2004",18
PER,GBR,"2004",169
PER,TZA,"2004",0
PER,USA,"2004",25827
PER,URY,"2004",0
PER,UZB,"2004",35
PER,VUT,"2004",0
PER,VEN,"2004",715
PER,VNM,"2004",328
PER,YEM,"2004",2200
PER,ZMB,"2004",180
PER,ZWE,"2004",9
PER,AFG,"2003",0
PER,ALB,"2003",11
PER,DZA,"2003",22
PER,ASM,"2003",0
PER,AND,"2003",0
PER,AGO,"2003",2654
PER,ATG,"2003",0
PER,ARG,"2003",643
PER,ARM,"2003",3
PER,ABW,"2003",0
PER,AUS,"2003",4968
PER,AUT,"2003",170
PER,AZE,"2003",1
PER,BHS,"2003",0
PER,BHR,"2003",0
PER,BGD,"2003",332
PER,BRB,"2003",0
PER,BLR,"2003",79
PER,BEL,"2003",59
PER,BLZ,"2003",0
PER,BEN,"2003",0
PER,BMU,"2003",0
PER,BTN,"2003",0
PER,BOL,"2003",46
PER,BIH,"2003",39
PER,BWA,"2003",0
PER,BRA,"2003",1110
PER,VGB,"2003",0
PER,BRN,"2003",0
PER,BGR,"2003",180
PER,BFA,"2003",171
PER,BDI,"2003",0
PER,CPV,"2003",7
PER,KHM,"2003",315
PER,CMR,"2003",0
PER,CAN,"2003",1863
PER,CYM,"2003",0
PER,CAF,"2003",80
PER,TCD,"2003",0
PER,CHL,"2003",1106
PER,CHN,"2003",858
PER,HKG,"2003",5
PER,COL,"2003",140
PER,COM,"2003",0
PER,COG,"2003",0
PER,CRI,"2003",27
PER,HRV,"2003",94
PER,CUB,"2003",0
PER,CUW,"2003",0
PER,CYP,"2003",58
PER,CZE,"2003",342
PER,CIV,"2003",0
PER,PRK,"2003",1084
PER,COD,"2003",2534
PER,DNK,"2003",114
PER,DJI,"2003",10
PER,DMA,"2003",0
PER,DOM,"2003",23
PER,ECU,"2003",127
PER,EGY,"2003",0
PER,SLV,"2003",8
PER,GNQ,"2003",0
PER,ERI,"2003",53
PER,EST,"2003",489
PER,SWZ,"2003",0
PER,ETH,"2003",0
PER,FJI,"2003",0
PER,FIN,"2003",1263
PER,FRA,"2003",0
PER,PYF,"2003",0
PER,GAB,"2003",0
PER,GMB,"2003",0
PER,GEO,"2003",98
PER,DEU,"2003",0
PER,GHA,"2003",105
PER,GRC,"2003",0
PER,GRD,"2003",0
PER,GUM,"2003",1
PER,GTM,"2003",350
PER,GIN,"2003",108
PER,GNB,"2003",16
PER,GUY,"2003",0
PER,HTI,"2003",5
PER,HND,"2003",93
PER,HUN,"2003",29
PER,ISL,"2003",3
PER,IND,"2003",33954
PER,IDN,"2003",4364
PER,IRN,"2003",81
PER,IRQ,"2003",0
PER,IRL,"2003",40
PER,ISR,"2003",970
PER,ITA,"2003",840
PER,JAM,"2003",5
PER,JPN,"2003",1534
PER,JOR,"2003",3
PER,KAZ,"2003",12
PER,KEN,"2003",0
PER,KIR,"2003",0
PER,XKX,"2003",0
PER,KWT,"2003",0
PER,KGZ,"2003",9
PER,LAO,"2003",200
PER,LVA,"2003",99
PER,LBN,"2003",28
PER,LSO,"2003",0
PER,LBR,"2003",0
PER,LBY,"2003",0
PER,LTU,"2003",5
PER,LUX,"2003",10
PER,MDG,"2003",8021
PER,MWI,"2003",0
PER,MYS,"2003",28
PER,MDV,"2003",0
PER,MLI,"2003",0
PER,MLT,"2003",7
PER,MHL,"2003",0
PER,MRT,"2003",0
PER,MUS,"2003",0
PER,MEX,"2003",72
PER,FSM,"2003",0
PER,MCO,"2003",5
PER,MNG,"2003",0
PER,MNE,"2003",0
PER,MAR,"2003",32
PER,MOZ,"2003",13
PER,MMR,"2003",19
PER,NAM,"2003",22
PER,NRU,"2003",0
PER,NPL,"2003",4479
PER,NLD,"2003",0
PER,NCL,"2003",0
PER,NZL,"2003",589
PER,NIC,"2003",0
PER,NER,"2003",2109
PER,NGA,"2003",0
PER,MKD,"2003",16
PER,MNP,"2003",0
PER,NOR,"2003",2765
PER,PSE,"2003",0
PER,OMN,"2003",149
PER,PAK,"2003",167
PER,PLW,"2003",0
PER,PAN,"2003",11
PER,PNG,"2003",2123
PER,PRY,"2003",48
PER,PER,"2003",68
PER,PHL,"2003",9
PER,POL,"2003",2034
PER,PRT,"2003",4
PER,QAT,"2003",4
PER,KOR,"2003",5
PER,MDA,"2003",31
PER,ROU,"2003",94
PER,RUS,"2003",12523
PER,RWA,"2003",0
PER,KNA,"2003",0
PER,LCA,"2003",0
PER,VCT,"2003",0
PER,WSM,"2003",2
PER,SMR,"2003",0
PER,STP,"2003",0
PER,SAU,"2003",120
PER,SEN,"2003",0
PER,SRB,"2003",14
PER,SYC,"2003",0
PER,SLE,"2003",0
PER,SGP,"2003",1
PER,SXM,"2003",0
PER,SVK,"2003",47
PER,SVN,"2003",180
PER,SLB,"2003",0
PER,SOM,"2003",0
PER,ZAF,"2003",8
PER,SSD,"2003",0
PER,ESP,"2003",512
PER,LKA,"2003",82
PER,SDN,"2003",232
PER,SUR,"2003",2
PER,SWE,"2003",664
PER,CHE,"2003",0
PER,SYR,"2003",309
PER,TJK,"2003",23
PER,THA,"2003",24
PER,TLS,"2003",0
PER,TGO,"2003",71
PER,TON,"2003",0
PER,TTO,"2003",0
PER,TUN,"2003",2
PER,TKM,"2003",0
PER,TCA,"2003",0
PER,TUV,"2003",0
PER,TUR,"2003",255
PER,UGA,"2003",0
PER,UKR,"2003",778
PER,ARE,"2003",24
PER,GBR,"2003",521
PER,TZA,"2003",33
PER,USA,"2003",11647
PER,URY,"2003",1
PER,UZB,"2003",40
PER,VUT,"2003",0
PER,VEN,"2003",408
PER,VNM,"2003",716
PER,YEM,"2003",0
PER,ZMB,"2003",391
PER,ZWE,"2003",0
PER,AFG,"2002",1439
PER,ALB,"2002",20
PER,DZA,"2002",57
PER,ASM,"2002",0
PER,AND,"2002",0
PER,AGO,"2002",0
PER,ATG,"2002",0
PER,ARG,"2002",267
PER,ARM,"2002",3
PER,ABW,"2002",0
PER,AUS,"2002",5563
PER,AUT,"2002",150
PER,AZE,"2002",3
PER,BHS,"2002",0
PER,BHR,"2002",0
PER,BGD,"2002",587
PER,BRB,"2002",0
PER,BLR,"2002",70
PER,BEL,"2002",27
PER,BLZ,"2002",0
PER,BEN,"2002",0
PER,BMU,"2002",0
PER,BTN,"2002",0
PER,BOL,"2002",132
PER,BIH,"2002",81
PER,BWA,"2002",0
PER,BRA,"2002",406
PER,VGB,"2002",0
PER,BRN,"2002",0
PER,BGR,"2002",82
PER,BFA,"2002",212
PER,BDI,"2002",154
PER,CPV,"2002",0
PER,KHM,"2002",320
PER,CMR,"2002",0
PER,CAN,"2002",2557
PER,CYM,"2002",0
PER,CAF,"2002",10
PER,TCD,"2002",0
PER,CHL,"2002",1171
PER,CHN,"2002",6293
PER,HKG,"2002",0
PER,COL,"2002",322
PER,COM,"2002",0
PER,COG,"2002",38
PER,CRI,"2002",32
PER,HRV,"2002",176
PER,CUB,"2002",0
PER,CUW,"2002",0
PER,CYP,"2002",1
PER,CZE,"2002",329
PER,CIV,"2002",0
PER,PRK,"2002",1087
PER,COD,"2002",0
PER,DNK,"2002",323
PER,DJI,"2002",2
PER,DMA,"2002",0
PER,DOM,"2002",10
PER,ECU,"2002",355
PER,EGY,"2002",0
PER,SLV,"2002",6
PER,GNQ,"2002",0
PER,ERI,"2002",149
PER,EST,"2002",215
PER,SWZ,"2002",0
PER,ETH,"2002",0
PER,FJI,"2002",0
PER,FIN,"2002",581
PER,FRA,"2002",0
PER,PYF,"2002",0
PER,GAB,"2002",0
PER,GMB,"2002",0
PER,GEO,"2002",147
PER,DEU,"2002",0
PER,GHA,"2002",326
PER,GRC,"2002",16
PER,GRD,"2002",0
PER,GUM,"2002",0
PER,GTM,"2002",50
PER,GIN,"2002",81
PER,GNB,"2002",4
PER,GUY,"2002",212
PER,HTI,"2002",2
PER,HND,"2002",69
PER,HUN,"2002",6
PER,ISL,"2002",0
PER,IND,"2002",33289
PER,IDN,"2002",2113
PER,IRN,"2002",21
PER,IRQ,"2002",0
PER,IRL,"2002",131
PER,ISR,"2002",550
PER,ITA,"2002",1953
PER,JAM,"2002",2
PER,JPN,"2002",11740
PER,JOR,"2002",2
PER,KAZ,"2002",30
PER,KEN,"2002",300
PER,KIR,"2002",0
PER,XKX,"2002",0
PER,KWT,"2002",0
PER,KGZ,"2002",32
PER,LAO,"2002",0
PER,LVA,"2002",159
PER,LBN,"2002",51
PER,LSO,"2002",0
PER,LBR,"2002",379
PER,LBY,"2002",21
PER,LTU,"2002",23
PER,LUX,"2002",0
PER,MDG,"2002",2428
PER,MWI,"2002",0
PER,MYS,"2002",6
PER,MDV,"2002",0
PER,MLI,"2002",8
PER,MLT,"2002",4
PER,MHL,"2002",0
PER,MRT,"2002",0
PER,MUS,"2002",0
PER,MEX,"2002",214
PER,FSM,"2002",0
PER,MCO,"2002",0
PER,MNG,"2002",2
PER,MNE,"2002",0
PER,MAR,"2002",27
PER,MOZ,"2002",11
PER,MMR,"2002",61
PER,NAM,"2002",10
PER,NRU,"2002",0
PER,NPL,"2002",4683
PER,NLD,"2002",5880
PER,NCL,"2002",0
PER,NZL,"2002",1068
PER,NIC,"2002",0
PER,NER,"2002",2613
PER,NGA,"2002",11894
PER,MKD,"2002",4
PER,MNP,"2002",0
PER,NOR,"2002",3170
PER,PSE,"2002",0
PER,OMN,"2002",96
PER,PAK,"2002",233
PER,PLW,"2002",0
PER,PAN,"2002",88
PER,PNG,"2002",5002
PER,PRY,"2002",36
PER,PER,"2002",54
PER,PHL,"2002",8
PER,POL,"2002",1788
PER,PRT,"2002",2
PER,QAT,"2002",8
PER,KOR,"2002",10
PER,MDA,"2002",5
PER,ROU,"2002",90
PER,RUS,"2002",5455
PER,RWA,"2002",0
PER,KNA,"2002",0
PER,LCA,"2002",0
PER,VCT,"2002",0
PER,WSM,"2002",0
PER,SMR,"2002",0
PER,STP,"2002",0
PER,SAU,"2002",42
PER,SEN,"2002",0
PER,SRB,"2002",72
PER,SYC,"2002",0
PER,SLE,"2002",0
PER,SGP,"2002",0
PER,SXM,"2002",0
PER,SVK,"2002",36
PER,SVN,"2002",29
PER,SLB,"2002",0
PER,SOM,"2002",0
PER,ZAF,"2002",5
PER,SSD,"2002",0
PER,ESP,"2002",345
PER,LKA,"2002",16
PER,SDN,"2002",213
PER,SUR,"2002",0
PER,SWE,"2002",1350
PER,CHE,"2002",0
PER,SYR,"2002",476
PER,TJK,"2002",53
PER,THA,"2002",15
PER,TLS,"2002",0
PER,TGO,"2002",177
PER,TON,"2002",2
PER,TTO,"2002",0
PER,TUN,"2002",1
PER,TKM,"2002",49
PER,TCA,"2002",0
PER,TUV,"2002",0
PER,TUR,"2002",193
PER,UGA,"2002",0
PER,UKR,"2002",411
PER,ARE,"2002",18
PER,GBR,"2002",1054
PER,TZA,"2002",1
PER,USA,"2002",9771
PER,URY,"2002",5
PER,UZB,"2002",78
PER,VUT,"2002",6
PER,VEN,"2002",372
PER,VNM,"2002",662
PER,YEM,"2002",0
PER,ZMB,"2002",595
PER,ZWE,"2002",0
PER,AFG,"2001",0
PER,ALB,"2001",36
PER,DZA,"2001",137
PER,ASM,"2001",2
PER,AND,"2001",0
PER,AGO,"2001",740
PER,ATG,"2001",0
PER,ARG,"2001",431
PER,ARM,"2001",1
PER,ABW,"2001",0
PER,AUS,"2001",9538
PER,AUT,"2001",253
PER,AZE,"2001",12
PER,BHS,"2001",0
PER,BHR,"2001",0
PER,BGD,"2001",16
PER,BRB,"2001",0
PER,BLR,"2001",86
PER,BEL,"2001",28
PER,BLZ,"2001",0
PER,BEN,"2001",0
PER,BMU,"2001",0
PER,BTN,"2001",0
PER,BOL,"2001",55
PER,BIH,"2001",0
PER,BWA,"2001",0
PER,BRA,"2001",657
PER,VGB,"2001",0
PER,BRN,"2001",0
PER,BGR,"2001",81
PER,BFA,"2001",238
PER,BDI,"2001",0
PER,CPV,"2001",0
PER,KHM,"2001",4714
PER,CMR,"2001",0
PER,CAN,"2001",2678
PER,CYM,"2001",0
PER,CAF,"2001",1358
PER,TCD,"2001",0
PER,CHL,"2001",1611
PER,CHN,"2001",6407
PER,HKG,"2001",15
PER,COL,"2001",577
PER,COM,"2001",0
PER,COG,"2001",31
PER,CRI,"2001",51
PER,HRV,"2001",130
PER,CUB,"2001",0
PER,CUW,"2001",0
PER,CYP,"2001",0
PER,CZE,"2001",124
PER,CIV,"2001",0
PER,PRK,"2001",87
PER,COD,"2001",6300
PER,DNK,"2001",200
PER,DJI,"2001",34
PER,DMA,"2001",0
PER,DOM,"2001",19
PER,ECU,"2001",308
PER,EGY,"2001",1
PER,SLV,"2001",6
PER,GNQ,"2001",0
PER,ERI,"2001",130
PER,EST,"2001",319
PER,SWZ,"2001",0
PER,ETH,"2001",0
PER,FJI,"2001",10
PER,FIN,"2001",315
PER,FRA,"2001",0
PER,PYF,"2001",1
PER,GAB,"2001",588
PER,GMB,"2001",0
PER,GEO,"2001",82
PER,DEU,"2001",0
PER,GHA,"2001",523
PER,GRC,"2001",93
PER,GRD,"2001",0
PER,GUM,"2001",1
PER,GTM,"2001",229
PER,GIN,"2001",267
PER,GNB,"2001",41
PER,GUY,"2001",0
PER,HTI,"2001",30
PER,HND,"2001",37
PER,HUN,"2001",1
PER,ISL,"2001",3
PER,IND,"2001",34703
PER,IDN,"2001",1025
PER,IRN,"2001",112
PER,IRQ,"2001",2922
PER,IRL,"2001",142
PER,ISR,"2001",570
PER,ITA,"2001",0
PER,JAM,"2001",7
PER,JPN,"2001",3804
PER,JOR,"2001",3
PER,KAZ,"2001",71
PER,KEN,"2001",285
PER,KIR,"2001",0
PER,XKX,"2001",0
PER,KWT,"2001",0
PER,KGZ,"2001",136
PER,LAO,"2001",111
PER,LVA,"2001",160
PER,LBN,"2001",7
PER,LSO,"2001",0
PER,LBR,"2001",131
PER,LBY,"2001",10
PER,LTU,"2001",162
PER,LUX,"2001",0
PER,MDG,"2001",104
PER,MWI,"2001",0
PER,MYS,"2001",26
PER,MDV,"2001",0
PER,MLI,"2001",15
PER,MLT,"2001",1
PER,MHL,"2001",0
PER,MRT,"2001",0
PER,MUS,"2001",0
PER,MEX,"2001",218
PER,FSM,"2001",0
PER,MCO,"2001",0
PER,MNG,"2001",0
PER,MNE,"2001",0
PER,MAR,"2001",74
PER,MOZ,"2001",599
PER,MMR,"2001",0
PER,NAM,"2001",45
PER,NRU,"2001",0
PER,NPL,"2001",5908
PER,NLD,"2001",0
PER,NCL,"2001",0
PER,NZL,"2001",4143
PER,NIC,"2001",0
PER,NER,"2001",2709
PER,NGA,"2001",34517
PER,MKD,"2001",5
PER,MNP,"2001",0
PER,NOR,"2001",2574
PER,PSE,"2001",0
PER,OMN,"2001",54
PER,PAK,"2001",109
PER,PLW,"2001",0
PER,PAN,"2001",7
