inf_type,country,year,cases
MEA,EGY,"2008",668
MEA,SLV,"2008",0
MEA,GNQ,"2008",436
MEA,ERI,"2008",0
MEA,EST,"2008",0
MEA,SWZ,"2008",1
MEA,ETH,"2008",3511
MEA,FJI,"2008",0
MEA,FIN,"2008",5
MEA,FRA,"2008",604
MEA,PYF,"2008",0
MEA,GAB,"2008",3
MEA,GMB,"2008",0
MEA,GEO,"2008",56
MEA,DEU,"2008",917
MEA,GHA,"2008",82
MEA,GRC,"2008",1
MEA,GRD,"2008",0
MEA,GUM,"2008",0
MEA,GTM,"2008",0
MEA,GIN,"2008",89
MEA,GNB,"2008",12
MEA,GUY,"2008",0
MEA,HTI,"2008",0
MEA,HND,"2008",0
MEA,HUN,"2008",0
MEA,ISL,"2008",0
MEA,IND,"2008",44258
MEA,IDN,"2008",15369
MEA,IRN,"2008",127
MEA,IRQ,"2008",5494
MEA,IRL,"2008",57
MEA,ISR,"2008",931
MEA,ITA,"2008",1617
MEA,JAM,"2008",2
MEA,JPN,"2008",11015
MEA,JOR,"2008",2
MEA,KAZ,"2008",20
MEA,KEN,"2008",1282
MEA,KIR,"2008",0
MEA,XKX,"2008",0
MEA,KWT,"2008",0
MEA,KGZ,"2008",16
MEA,LAO,"2008",174
MEA,LVA,"2008",3
MEA,LBN,"2008",24
MEA,LSO,"2008",0
MEA,LBR,"2008",1
MEA,LBY,"2008",8
MEA,LTU,"2008",1
MEA,LUX,"2008",1
MEA,MDG,"2008",3
MEA,MWI,"2008",20
MEA,MYS,"2008",334
MEA,MDV,"2008",0
MEA,MLI,"2008",98
MEA,MLT,"2008",1
MEA,MHL,"2008",0
MEA,MRT,"2008",4
MEA,MUS,"2008",12
MEA,MEX,"2008",0
MEA,FSM,"2008",0
MEA,MCO,"2008",0
MEA,MNG,"2008",31
MEA,MNE,"2008",0
MEA,MAR,"2008",1455
MEA,MOZ,"2008",4
MEA,MMR,"2008",333
MEA,NAM,"2008",0
MEA,NRU,"2008",0
MEA,NPL,"2008",2089
MEA,NLD,"2008",109
MEA,NCL,"2008",0
MEA,NZL,"2008",0
MEA,NIC,"2008",0
MEA,NER,"2008",1317
MEA,NGA,"2008",9960
MEA,MKD,"2008",27
MEA,MNP,"2008",0
MEA,NOR,"2008",4
MEA,PSE,"2008",0
MEA,OMN,"2008",18
MEA,PAK,"2008",1129
MEA,PLW,"2008",0
MEA,PAN,"2008",0
MEA,PNG,"2008",0
MEA,PRY,"2008",0
MEA,PER,"2008",1
MEA,PHL,"2008",341
MEA,POL,"2008",0
MEA,PRT,"2008",1
MEA,QAT,"2008",0
MEA,KOR,"2008",2
MEA,MDA,"2008",0
MEA,ROU,"2008",12
MEA,RUS,"2008",27
MEA,RWA,"2008",6
MEA,KNA,"2008",0
MEA,LCA,"2008",0
MEA,VCT,"2008",0
MEA,WSM,"2008",0
MEA,SMR,"2008",0
MEA,STP,"2008",0
MEA,SAU,"2008",158
MEA,SEN,"2008",6
MEA,SRB,"2008",2
MEA,SYC,"2008",0
MEA,SLE,"2008",44
MEA,SGP,"2008",18
MEA,SXM,"2008",0
MEA,SVK,"2008",0
MEA,SVN,"2008",0
MEA,SLB,"2008",0
MEA,SOM,"2008",1081
MEA,ZAF,"2008",39
MEA,SSD,"2008",0
MEA,ESP,"2008",297
MEA,LKA,"2008",33
MEA,SDN,"2008",129
MEA,SUR,"2008",0
MEA,SWE,"2008",25
MEA,CHE,"2008",2022
MEA,SYR,"2008",19
MEA,TJK,"2008",0
MEA,THA,"2008",7790
MEA,TLS,"2008",0
MEA,TGO,"2008",187
MEA,TON,"2008",0
MEA,TTO,"2008",0
MEA,TUN,"2008",2
MEA,TKM,"2008",0
MEA,TCA,"2008",0
MEA,TUV,"2008",0
MEA,TUR,"2008",0
MEA,UGA,"2008",1319
MEA,UKR,"2008",48
MEA,ARE,"2008",55
MEA,GBR,"2008",1445
MEA,TZA,"2008",3413
MEA,USA,"2008",140
MEA,URY,"2008",0
MEA,UZB,"2008",2
MEA,VUT,"2008",0
MEA,VEN,"2008",0
MEA,VNM,"2008",352
MEA,YEM,"2008",7
MEA,ZMB,"2008",140
MEA,ZWE,"2008",0
MEA,AFG,"2007",1141
MEA,ALB,"2007",22
MEA,DZA,"2007",0
MEA,ASM,"2007",0
MEA,AND,"2007",0
MEA,AGO,"2007",1014
MEA,ATG,"2007",0
MEA,ARG,"2007",0
MEA,ARM,"2007",1
MEA,ABW,"2007",0
MEA,AUS,"2007",11
MEA,AUT,"2007",20
MEA,AZE,"2007",0
MEA,BHS,"2007",0
MEA,BHR,"2007",7
MEA,BGD,"2007",2924
MEA,BRB,"2007",0
MEA,BLR,"2007",1
MEA,BEL,"2007",64
MEA,BLZ,"2007",0
MEA,BEN,"2007",341
MEA,BMU,"2007",0
MEA,BTN,"2007",11
MEA,BOL,"2007",0
MEA,BIH,"2007",166
MEA,BWA,"2007",1
MEA,BRA,"2007",0
MEA,VGB,"2007",0
MEA,BRN,"2007",0
MEA,BGR,"2007",1
MEA,BFA,"2007",12
MEA,BDI,"2007",43
MEA,CPV,"2007",0
MEA,KHM,"2007",394
MEA,CMR,"2007",100
MEA,CAN,"2007",101
MEA,CYM,"2007",0
MEA,CAF,"2007",49
MEA,TCD,"2007",441
MEA,CHL,"2007",0
MEA,CHN,"2007",109023
MEA,HKG,"2007",88
MEA,COL,"2007",0
MEA,COM,"2007",0
MEA,COG,"2007",84
MEA,CRI,"2007",0
MEA,HRV,"2007",0
MEA,CUB,"2007",0
MEA,CUW,"2007",0
MEA,CYP,"2007",0
MEA,CZE,"2007",2
MEA,CIV,"2007",5
MEA,PRK,"2007",3550
MEA,COD,"2007",55577
MEA,DNK,"2007",2
MEA,DJI,"2007",24
MEA,DMA,"2007",0
MEA,DOM,"2007",0
MEA,ECU,"2007",0
MEA,EGY,"2007",1684
MEA,SLV,"2007",0
MEA,GNQ,"2007",5
MEA,ERI,"2007",55
MEA,EST,"2007",1
MEA,SWZ,"2007",0
MEA,ETH,"2007",1446
MEA,FJI,"2007",0
MEA,FIN,"2007",0
MEA,FRA,"2007",39
MEA,PYF,"2007",0
MEA,GAB,"2007",0
MEA,GMB,"2007",0
MEA,GEO,"2007",44
MEA,DEU,"2007",567
MEA,GHA,"2007",6
MEA,GRC,"2007",2
MEA,GRD,"2007",0
MEA,GUM,"2007",0
MEA,GTM,"2007",0
MEA,GIN,"2007",3
MEA,GNB,"2007",1
MEA,GUY,"2007",0
MEA,HTI,"2007",0
MEA,HND,"2007",0
MEA,HUN,"2007",0
MEA,ISL,"2007",0
MEA,IND,"2007",41144
MEA,IDN,"2007",19456
MEA,IRN,"2007",133
MEA,IRQ,"2007",230
MEA,IRL,"2007",64
MEA,ISR,"2007",539
MEA,ITA,"2007",321
MEA,JAM,"2007",0
MEA,JPN,"2007",0
MEA,JOR,"2007",41
MEA,KAZ,"2007",13
MEA,KEN,"2007",1516
MEA,KIR,"2007",0
MEA,XKX,"2007",0
MEA,KWT,"2007",0
MEA,KGZ,"2007",40
MEA,LAO,"2007",1678
MEA,LVA,"2007",0
MEA,LBN,"2007",373
MEA,LSO,"2007",2
MEA,LBR,"2007",1
MEA,LBY,"2007",59
MEA,LTU,"2007",0
MEA,LUX,"2007",0
MEA,MDG,"2007",0
MEA,MWI,"2007",143
MEA,MYS,"2007",394
MEA,MDV,"2007",20
MEA,MLI,"2007",2
MEA,MLT,"2007",2
MEA,MHL,"2007",0
MEA,MRT,"2007",11
MEA,MUS,"2007",13
MEA,MEX,"2007",0
MEA,FSM,"2007",0
MEA,MCO,"2007",0
MEA,MNG,"2007",12
MEA,MNE,"2007",0
MEA,MAR,"2007",2248
MEA,MOZ,"2007",267
MEA,MMR,"2007",1088
MEA,NAM,"2007",21
MEA,NRU,"2007",0
MEA,NPL,"2007",1415
MEA,NLD,"2007",10
MEA,NCL,"2007",0
MEA,NZL,"2007",25
MEA,NIC,"2007",0
MEA,NER,"2007",282
MEA,NGA,"2007",2613
MEA,MKD,"2007",1
MEA,MNP,"2007",0
MEA,NOR,"2007",0
MEA,PSE,"2007",0
MEA,OMN,"2007",24
MEA,PAK,"2007",2801
MEA,PLW,"2007",0
MEA,PAN,"2007",0
MEA,PNG,"2007",0
MEA,PRY,"2007",0
MEA,PER,"2007",0
MEA,PHL,"2007",530
MEA,POL,"2007",40
MEA,PRT,"2007",0
MEA,QAT,"2007",361
MEA,KOR,"2007",194
MEA,MDA,"2007",10
MEA,ROU,"2007",353
MEA,RUS,"2007",173
MEA,RWA,"2007",26
MEA,KNA,"2007",0
MEA,LCA,"2007",0
MEA,VCT,"2007",0
MEA,WSM,"2007",0
MEA,SMR,"2007",0
MEA,STP,"2007",0
MEA,SAU,"2007",4648
MEA,SEN,"2007",11
MEA,SRB,"2007",201
MEA,SYC,"2007",1
MEA,SLE,"2007",0
MEA,SGP,"2007",15
MEA,SXM,"2007",0
MEA,SVK,"2007",0
MEA,SVN,"2007",0
MEA,SLB,"2007",0
MEA,SOM,"2007",1149
MEA,ZAF,"2007",31
MEA,SSD,"2007",0
MEA,ESP,"2007",267
MEA,LKA,"2007",44
MEA,SDN,"2007",327
MEA,SUR,"2007",0
MEA,SWE,"2007",1
MEA,CHE,"2007",1015
MEA,SYR,"2007",403
MEA,TJK,"2007",2
MEA,THA,"2007",3893
MEA,TLS,"2007",0
MEA,TGO,"2007",8
MEA,TON,"2007",0
MEA,TTO,"2007",0
MEA,TUN,"2007",4
MEA,TKM,"2007",59
MEA,TCA,"2007",0
MEA,TUV,"2007",0
MEA,TUR,"2007",3
MEA,UGA,"2007",3776
MEA,UKR,"2007",1005
MEA,ARE,"2007",0
MEA,GBR,"2007",1022
MEA,TZA,"2007",7726
MEA,USA,"2007",43
MEA,URY,"2007",0
MEA,UZB,"2007",863
MEA,VUT,"2007",0
MEA,VEN,"2007",32
MEA,VNM,"2007",17
MEA,YEM,"2007",13
MEA,ZMB,"2007",535
MEA,ZWE,"2007",242
MEA,AFG,"2006",1990
MEA,ALB,"2006",68
MEA,DZA,"2006",944
MEA,ASM,"2006",0
MEA,AND,"2006",0
MEA,AGO,"2006",765
MEA,ATG,"2006",0
MEA,ARG,"2006",0
MEA,ARM,"2006",137
MEA,ABW,"2006",0
MEA,AUS,"2006",0
MEA,AUT,"2006",23
MEA,AZE,"2006",222
MEA,BHS,"2006",0
MEA,BHR,"2006",3
MEA,BGD,"2006",6192
MEA,BRB,"2006",0
MEA,BLR,"2006",149
MEA,BEL,"2006",15
MEA,BLZ,"2006",0
MEA,BEN,"2006",176
MEA,BMU,"2006",0
MEA,BTN,"2006",2
MEA,BOL,"2006",0
MEA,BIH,"2006",17
MEA,BWA,"2006",6
MEA,BRA,"2006",57
MEA,VGB,"2006",0
MEA,BRN,"2006",0
MEA,BGR,"2006",1
MEA,BFA,"2006",125
MEA,BDI,"2006",784
MEA,CPV,"2006",0
MEA,KHM,"2006",188
MEA,CMR,"2006",196
MEA,CAN,"2006",13
MEA,CYM,"2006",0
MEA,CAF,"2006",3
MEA,TCD,"2006",1594
MEA,CHL,"2006",0
MEA,CHN,"2006",99602
MEA,HKG,"2006",0
MEA,COL,"2006",0
MEA,COM,"2006",85
MEA,COG,"2006",126
MEA,CRI,"2006",0
MEA,HRV,"2006",1
MEA,CUB,"2006",0
MEA,CUW,"2006",0
MEA,CYP,"2006",0
MEA,CZE,"2006",7
MEA,CIV,"2006",11
MEA,PRK,"2006",0
MEA,COD,"2006",80123
MEA,DNK,"2006",27
MEA,DJI,"2006",49
MEA,DMA,"2006",0
MEA,DOM,"2006",0
MEA,ECU,"2006",0
MEA,EGY,"2006",953
MEA,SLV,"2006",0
MEA,GNQ,"2006",0
MEA,ERI,"2006",128
MEA,EST,"2006",27
MEA,SWZ,"2006",0
MEA,ETH,"2006",1451
MEA,FJI,"2006",136
MEA,FIN,"2006",0
MEA,FRA,"2006",40
MEA,PYF,"2006",0
MEA,GAB,"2006",90
MEA,GMB,"2006",0
MEA,GEO,"2006",334
MEA,DEU,"2006",2307
MEA,GHA,"2006",420
MEA,GRC,"2006",0
MEA,GRD,"2006",0
MEA,GUM,"2006",0
MEA,GTM,"2006",0
MEA,GIN,"2006",4
MEA,GNB,"2006",0
MEA,GUY,"2006",0
MEA,HTI,"2006",0
MEA,HND,"2006",0
MEA,HUN,"2006",1
MEA,ISL,"2006",0
MEA,IND,"2006",64185
MEA,IDN,"2006",20422
MEA,IRN,"2006",220
MEA,IRQ,"2006",474
MEA,IRL,"2006",87
MEA,ISR,"2006",9
MEA,ITA,"2006",439
MEA,JAM,"2006",0
MEA,JPN,"2006",520
MEA,JOR,"2006",1
MEA,KAZ,"2006",109
MEA,KEN,"2006",1847
MEA,KIR,"2006",0
MEA,XKX,"2006",0
MEA,KWT,"2006",0
MEA,KGZ,"2006",27
MEA,LAO,"2006",58
MEA,LVA,"2006",7
MEA,LBN,"2006",956
MEA,LSO,"2006",1
MEA,LBR,"2006",20
MEA,LBY,"2006",1
MEA,LTU,"2006",1
MEA,LUX,"2006",8
MEA,MDG,"2006",2
MEA,MWI,"2006",1
MEA,MYS,"2006",564
MEA,MDV,"2006",47
MEA,MLI,"2006",128
MEA,MLT,"2006",1
MEA,MHL,"2006",0
MEA,MRT,"2006",22
MEA,MUS,"2006",3
MEA,MEX,"2006",23
MEA,FSM,"2006",0
MEA,MCO,"2006",0
MEA,MNG,"2006",26
MEA,MNE,"2006",0
MEA,MAR,"2006",1217
MEA,MOZ,"2006",183
MEA,MMR,"2006",760
MEA,NAM,"2006",3
MEA,NRU,"2006",0
MEA,NPL,"2006",2838
MEA,NLD,"2006",1
MEA,NCL,"2006",0
MEA,NZL,"2006",20
MEA,NIC,"2006",0
MEA,NER,"2006",59
MEA,NGA,"2006",704
MEA,MKD,"2006",3
MEA,MNP,"2006",0
MEA,NOR,"2006",0
MEA,PSE,"2006",0
MEA,OMN,"2006",13
MEA,PAK,"2006",7641
MEA,PLW,"2006",0
MEA,PAN,"2006",0
MEA,PNG,"2006",1
MEA,PRY,"2006",0
MEA,PER,"2006",0
MEA,PHL,"2006",9
MEA,POL,"2006",120
MEA,PRT,"2006",0
MEA,QAT,"2006",144
MEA,KOR,"2006",28
MEA,MDA,"2006",34
MEA,ROU,"2006",3196
MEA,RUS,"2006",1147
MEA,RWA,"2006",494
MEA,KNA,"2006",0
MEA,LCA,"2006",0
MEA,VCT,"2006",0
MEA,WSM,"2006",0
MEA,SMR,"2006",0
MEA,STP,"2006",0
MEA,SAU,"2006",807
MEA,SEN,"2006",3
MEA,SRB,"2006",2
MEA,SYC,"2006",10
MEA,SLE,"2006",33
MEA,SGP,"2006",23
MEA,SXM,"2006",0
MEA,SVK,"2006",0
MEA,SVN,"2006",0
MEA,SLB,"2006",0
MEA,SOM,"2006",7
MEA,ZAF,"2006",81
MEA,SSD,"2006",0
MEA,ESP,"2006",362
MEA,LKA,"2006",0
MEA,SDN,"2006",228
MEA,SUR,"2006",0
MEA,SWE,"2006",19
MEA,CHE,"2006",0
MEA,SYR,"2006",517
MEA,TJK,"2006",3
MEA,THA,"2006",3588
MEA,TLS,"2006",90
MEA,TGO,"2006",26
MEA,TON,"2006",0
MEA,TTO,"2006",0
MEA,TUN,"2006",3
MEA,TKM,"2006",48
MEA,TCA,"2006",0
MEA,TUV,"2006",0
MEA,TUR,"2006",34
MEA,UGA,"2006",5736
MEA,UKR,"2006",42724
MEA,ARE,"2006",0
MEA,GBR,"2006",764
MEA,TZA,"2006",2362
MEA,USA,"2006",55
MEA,URY,"2006",0
MEA,UZB,"2006",823
MEA,VUT,"2006",0
MEA,VEN,"2006",78
MEA,VNM,"2006",1978
MEA,YEM,"2006",8079
MEA,ZMB,"2006",459
MEA,ZWE,"2006",212
MEA,AFG,"2005",1296
MEA,ALB,"2005",6
MEA,DZA,"2005",2302
MEA,ASM,"2005",0
MEA,AND,"2005",0
MEA,AGO,"2005",258
MEA,ATG,"2005",0
MEA,ARG,"2005",0
MEA,ARM,"2005",2281
MEA,ABW,"2005",0
MEA,AUS,"2005",10
MEA,AUT,"2005",9
MEA,AZE,"2005",1238
MEA,BHS,"2005",0
MEA,BHR,"2005",4
MEA,BGD,"2005",25934
MEA,BRB,"2005",0
MEA,BLR,"2005",1
MEA,BEL,"2005",26
MEA,BLZ,"2005",0
MEA,BEN,"2005",210
MEA,BMU,"2005",0
MEA,BTN,"2005",11
MEA,BOL,"2005",0
MEA,BIH,"2005",23
MEA,BWA,"2005",5
MEA,BRA,"2005",6
MEA,VGB,"2005",0
MEA,BRN,"2005",9
MEA,BGR,"2005",3
MEA,BFA,"2005",253
MEA,BDI,"2005",0
MEA,CPV,"2005",0
MEA,KHM,"2005",264
MEA,CMR,"2005",605
MEA,CAN,"2005",6
MEA,CYM,"2005",0
MEA,CAF,"2005",471
MEA,TCD,"2005",2
MEA,CHL,"2005",0
MEA,CHN,"2005",124219
MEA,HKG,"2005",0
MEA,COL,"2005",0
MEA,COM,"2005",912
MEA,COG,"2005",146
MEA,CRI,"2005",1
MEA,HRV,"2005",2
MEA,CUB,"2005",0
MEA,CUW,"2005",0
MEA,CYP,"2005",1
MEA,CZE,"2005",0
MEA,CIV,"2005",115
MEA,PRK,"2005",0
MEA,COD,"2005",182485
MEA,DNK,"2005",2
MEA,DJI,"2005",298
MEA,DMA,"2005",0
MEA,DOM,"2005",0
MEA,ECU,"2005",0
MEA,EGY,"2005",77
MEA,SLV,"2005",0
MEA,GNQ,"2005",0
MEA,ERI,"2005",19
MEA,EST,"2005",2
MEA,SWZ,"2005",0
MEA,ETH,"2005",357
MEA,FJI,"2005",0
MEA,FIN,"2005",1
MEA,FRA,"2005",36
MEA,PYF,"2005",0
MEA,GAB,"2005",0
MEA,GMB,"2005",0
MEA,GEO,"2005",1356
MEA,DEU,"2005",778
MEA,GHA,"2005",435
MEA,GRC,"2005",122
MEA,GRD,"2005",0
MEA,GUM,"2005",0
MEA,GTM,"2005",0
MEA,GIN,"2005",99
MEA,GNB,"2005",0
MEA,GUY,"2005",0
MEA,HTI,"2005",0
MEA,HND,"2005",0
MEA,HUN,"2005",2
MEA,ISL,"2005",0
MEA,IND,"2005",36711
MEA,IDN,"2005",15853
MEA,IRN,"2005",7
MEA,IRQ,"2005",908
MEA,IRL,"2005",95
MEA,ISR,"2005",2
MEA,ITA,"2005",135
MEA,JAM,"2005",0
MEA,JPN,"2005",0
MEA,JOR,"2005",28
MEA,KAZ,"2005",16118
MEA,KEN,"2005",153
MEA,KIR,"2005",0
MEA,XKX,"2005",0
MEA,KWT,"2005",10
MEA,KGZ,"2005",53
MEA,LAO,"2005",295
MEA,LVA,"2005",2
MEA,LBN,"2005",618
MEA,LSO,"2005",0
MEA,LBR,"2005",8
MEA,LBY,"2005",292
MEA,LTU,"2005",1
MEA,LUX,"2005",0
MEA,MDG,"2005",0
MEA,MWI,"2005",184
MEA,MYS,"2005",1407
MEA,MDV,"2005",1395
MEA,MLI,"2005",33
MEA,MLT,"2005",6
MEA,MHL,"2005",0
MEA,MRT,"2005",127
MEA,MUS,"2005",7
MEA,MEX,"2005",6
MEA,FSM,"2005",0
MEA,MCO,"2005",0
MEA,MNG,"2005",0
MEA,MNE,"2005",0
MEA,MAR,"2005",0
MEA,MOZ,"2005",12598
MEA,MMR,"2005",314
MEA,NAM,"2005",4
MEA,NRU,"2005",0
MEA,NPL,"2005",5023
MEA,NLD,"2005",4
MEA,NCL,"2005",0
MEA,NZL,"2005",20
MEA,NIC,"2005",0
MEA,NER,"2005",2183
MEA,NGA,"2005",110927
MEA,MKD,"2005",5
MEA,MNP,"2005",0
MEA,NOR,"2005",0
MEA,PSE,"2005",0
MEA,OMN,"2005",25
MEA,PAK,"2005",2981
MEA,PLW,"2005",0
MEA,PAN,"2005",0
MEA,PNG,"2005",1222
MEA,PRY,"2005",0
MEA,PER,"2005",0
MEA,PHL,"2005",118
MEA,POL,"2005",13
MEA,PRT,"2005",7
MEA,QAT,"2005",74
MEA,KOR,"2005",7
MEA,MDA,"2005",6
MEA,ROU,"2005",5043
MEA,RUS,"2005",454
MEA,RWA,"2005",129
MEA,KNA,"2005",0
MEA,LCA,"2005",0
MEA,VCT,"2005",0
MEA,WSM,"2005",0
MEA,SMR,"2005",0
MEA,STP,"2005",0
MEA,SAU,"2005",373
MEA,SEN,"2005",0
MEA,SRB,"2005",2
MEA,SYC,"2005",0
MEA,SLE,"2005",29
MEA,SGP,"2005",33
MEA,SXM,"2005",0
MEA,SVK,"2005",0
MEA,SVN,"2005",0
MEA,SLB,"2005",0
MEA,SOM,"2005",0
MEA,ZAF,"2005",615
MEA,SSD,"2005",0
MEA,ESP,"2005",22
MEA,LKA,"2005",3
MEA,SDN,"2005",1374
MEA,SUR,"2005",0
MEA,SWE,"2005",13
MEA,CHE,"2005",60
MEA,SYR,"2005",375
MEA,TJK,"2005",0
MEA,THA,"2005",3526
MEA,TLS,"2005",203
MEA,TGO,"2005",38
MEA,TON,"2005",0
MEA,TTO,"2005",0
MEA,TUN,"2005",15
MEA,TKM,"2005",0
MEA,TCA,"2005",0
MEA,TUV,"2005",0
MEA,TUR,"2005",6200
MEA,UGA,"2005",22
MEA,UKR,"2005",2392
MEA,ARE,"2005",29
MEA,GBR,"2005",79
MEA,TZA,"2005",23
MEA,USA,"2005",66
MEA,URY,"2005",0
MEA,UZB,"2005",737
MEA,VUT,"2005",3
MEA,VEN,"2005",0
MEA,VNM,"2005",410
MEA,YEM,"2005",6285
MEA,ZMB,"2005",45
MEA,ZWE,"2005",420
MEA,AFG,"2004",466
MEA,ALB,"2004",7
MEA,DZA,"2004",3289
MEA,ASM,"2004",0
MEA,AND,"2004",0
MEA,AGO,"2004",29
MEA,ATG,"2004",0
MEA,ARG,"2004",0
MEA,ARM,"2004",1783
MEA,ABW,"2004",0
MEA,AUS,"2004",70
MEA,AUT,"2004",15
MEA,AZE,"2004",827
MEA,BHS,"2004",0
MEA,BHR,"2004",11
MEA,BGD,"2004",9743
MEA,BRB,"2004",0
MEA,BLR,"2004",2
MEA,BEL,"2004",61
MEA,BLZ,"2004",0
MEA,BEN,"2004",262
MEA,BMU,"2004",0
MEA,BTN,"2004",3
MEA,BOL,"2004",0
MEA,BIH,"2004",28
MEA,BWA,"2004",1
MEA,BRA,"2004",0
MEA,VGB,"2004",0
MEA,BRN,"2004",16
MEA,BGR,"2004",0
MEA,BFA,"2004",77
MEA,BDI,"2004",2
MEA,CPV,"2004",0
MEA,KHM,"2004",352
MEA,CMR,"2004",358
MEA,CAN,"2004",7
MEA,CYM,"2004",0
MEA,CAF,"2004",1233
MEA,TCD,"2004",10324
MEA,CHL,"2004",0
MEA,CHN,"2004",70549
MEA,HKG,"2004",0
MEA,COL,"2004",0
MEA,COM,"2004",0
MEA,COG,"2004",3524
MEA,CRI,"2004",0
MEA,HRV,"2004",54
MEA,CUB,"2004",0
MEA,CUW,"2004",0
MEA,CYP,"2004",0
MEA,CZE,"2004",17
MEA,CIV,"2004",3466
MEA,PRK,"2004",0
MEA,COD,"2004",44934
MEA,DNK,"2004",0
MEA,DJI,"2004",71
MEA,DMA,"2004",0
MEA,DOM,"2004",0
MEA,ECU,"2004",0
MEA,EGY,"2004",80
MEA,SLV,"2004",0
MEA,GNQ,"2004",38
MEA,ERI,"2004",24
MEA,EST,"2004",0
MEA,SWZ,"2004",0
MEA,ETH,"2004",73
MEA,FJI,"2004",37
MEA,FIN,"2004",0
MEA,FRA,"2004",4448
MEA,PYF,"2004",0
MEA,GAB,"2004",63
MEA,GMB,"2004",0
MEA,GEO,"2004",6847
MEA,DEU,"2004",121
MEA,GHA,"2004",60
MEA,GRC,"2004",1
MEA,GRD,"2004",0
MEA,GUM,"2004",2
MEA,GTM,"2004",0
MEA,GIN,"2004",10
MEA,GNB,"2004",3526
MEA,GUY,"2004",0
MEA,HTI,"2004",0
MEA,HND,"2004",0
MEA,HUN,"2004",0
MEA,ISL,"2004",0
MEA,IND,"2004",55443
MEA,IDN,"2004",29171
MEA,IRN,"2004",3
MEA,IRQ,"2004",9081
MEA,IRL,"2004",334
MEA,ISR,"2004",116
MEA,ITA,"2004",599
MEA,JAM,"2004",0
MEA,JPN,"2004",8752
MEA,JOR,"2004",21
MEA,KAZ,"2004",2204
MEA,KEN,"2004",20
MEA,KIR,"2004",0
MEA,XKX,"2004",0
MEA,KWT,"2004",23
MEA,KGZ,"2004",8
MEA,LAO,"2004",1491
MEA,LVA,"2004",0
MEA,LBN,"2004",213
MEA,LSO,"2004",31
MEA,LBR,"2004",4
MEA,LBY,"2004",2771
MEA,LTU,"2004",1
MEA,LUX,"2004",0
MEA,MDG,"2004",35558
MEA,MWI,"2004",1116
MEA,MYS,"2004",5729
MEA,MDV,"2004",37
MEA,MLI,"2004",172
MEA,MLT,"2004",4
MEA,MHL,"2004",0
MEA,MRT,"2004",5039
MEA,MUS,"2004",28
MEA,MEX,"2004",64
MEA,FSM,"2004",0
MEA,MCO,"2004",0
MEA,MNG,"2004",0
MEA,MNE,"2004",0
MEA,MAR,"2004",6399
MEA,MOZ,"2004",9396
MEA,MMR,"2004",1329
MEA,NAM,"2004",4
MEA,NRU,"2004",0
MEA,NPL,"2004",12074
MEA,NLD,"2004",11
MEA,NCL,"2004",0
MEA,NZL,"2004",33
MEA,NIC,"2004",0
MEA,NER,"2004",63057
MEA,NGA,"2004",31521
MEA,MKD,"2004",9
MEA,MNP,"2004",0
MEA,NOR,"2004",7
MEA,PSE,"2004",0
MEA,OMN,"2004",18
MEA,PAK,"2004",4248
MEA,PLW,"2004",0
MEA,PAN,"2004",0
MEA,PNG,"2004",1385
MEA,PRY,"2004",0
MEA,PER,"2004",0
MEA,PHL,"2004",3025
MEA,POL,"2004",11
MEA,PRT,"2004",5
MEA,QAT,"2004",29
MEA,KOR,"2004",11
MEA,MDA,"2004",4
MEA,ROU,"2004",117
MEA,RUS,"2004",2444
MEA,RWA,"2004",386
MEA,KNA,"2004",0
MEA,LCA,"2004",0
MEA,VCT,"2004",0
MEA,WSM,"2004",0
MEA,SMR,"2004",0
MEA,STP,"2004",0
MEA,SAU,"2004",1880
MEA,SEN,"2004",31
MEA,SRB,"2004",11
MEA,SYC,"2004",0
MEA,SLE,"2004",7
MEA,SGP,"2004",96
MEA,SXM,"2004",0
MEA,SVK,"2004",2
MEA,SVN,"2004",0
MEA,SLB,"2004",0
MEA,SOM,"2004",12008
MEA,ZAF,"2004",830
MEA,SSD,"2004",0
MEA,ESP,"2004",26
MEA,LKA,"2004",35
MEA,SDN,"2004",9562
MEA,SUR,"2004",0
MEA,SWE,"2004",5
MEA,CHE,"2004",39
MEA,SYR,"2004",189
MEA,TJK,"2004",4
MEA,THA,"2004",4165
MEA,TLS,"2004",41
MEA,TGO,"2004",61
MEA,TON,"2004",0
MEA,TTO,"2004",0
MEA,TUN,"2004",1
MEA,TKM,"2004",1
MEA,TCA,"2004",0
MEA,TUV,"2004",0
MEA,TUR,"2004",8927
MEA,UGA,"2004",141
MEA,UKR,"2004",146
MEA,ARE,"2004",22
MEA,GBR,"2004",189
MEA,TZA,"2004",1419
MEA,USA,"2004",37
MEA,URY,"2004",0
MEA,UZB,"2004",75
MEA,VUT,"2004",0
MEA,VEN,"2004",0
MEA,VNM,"2004",217
MEA,YEM,"2004",12708
MEA,ZMB,"2004",35
MEA,ZWE,"2004",31
MEA,AFG,"2003",798
MEA,ALB,"2003",8
MEA,DZA,"2003",15374
MEA,ASM,"2003",0
MEA,AND,"2003",0
MEA,AGO,"2003",1196
MEA,ATG,"2003",0
MEA,ARG,"2003",0
MEA,ARM,"2003",4
MEA,ABW,"2003",0
MEA,AUS,"2003",91
MEA,AUT,"2003",90
MEA,AZE,"2003",1978
MEA,BHS,"2003",0
MEA,BHR,"2003",12
